"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
7253,6/30/2025 0:00:00,3316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7256,6/30/2025 0:00:00,3317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7264,6/30/2025 0:00:00,3321,0,0,0,0,0,0,2605931,0,0,0,0,0,0,0,7487910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667117,0,0,0,10937474,0,0,0,0,176516,4,45,0,2,0,0,0,0,1,45,1,45,46,1,0,0,0,3,49,122,71,0,0,0,0,0,0,33
7297,6/30/2025 0:00:00,3341,0,0,0,0,0,0,999360,0,0,0,0,0,0,0,4282766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8569076,0,0,0,0,3286950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,823,0,0,0,0,0,0,52
7301,6/30/2025 0:00:00,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
7307,6/30/2025 0:00:00,3347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5552,0,0,0,1182269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
7316,6/30/2025 0:00:00,3351,0,0,0,0,0,0,44815499,0,0,0,0,0,0,0,105517415,0,0,0,0,0,0,0,0,0,39744525,0,0,0,0,12349410,0,0,416651,190843398,0,0,0,0,27744423,630,21,3,223,0,0,41,2,50,8,340,20,358,64,1,228,10,291,651,2046,1639,1,0,0,0,0,0,755
7331,6/30/2025 0:00:00,3357,0,0,0,0,0,0,415330,0,0,0,0,0,0,0,2112505,0,0,0,0,0,0,0,0,0,25472,0,0,0,0,0,0,0,0,2860142,0,0,0,0,332307,2,1,0,0,0,0,0,0,2,0,2,1,3,0,0,0,0,0,3,20,51,0,0,0,0,0,0,69
7345,6/30/2025 0:00:00,3367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52248986,0,0,0,0,0,0,0,0,0,2087902,0,0,0,0,1136675,0,0,0,53385661,0,0,0,0,0,86,0,1,0,0,0,20,0,49,0,69,0,69,16,0,0,0,17,86,405,16,0,0,0,0,0,0,2549
7346,6/30/2025 0:00:00,3368,0,0,0,0,0,0,14610110,0,0,0,0,0,0,0,31646353,0,0,0,0,0,0,0,0,0,11873288,0,0,0,0,0,0,0,2525980,58811943,0,0,0,0,10029500,628,1,0,0,0,0,33,0,34,0,327,1,327,301,0,252,1,301,629,1857,111,0,0,0,0,0,0,88
7361,6/30/2025 0:00:00,3379,0,0,0,0,0,0,121650704,0,0,0,0,0,0,0,155607316,0,0,0,0,0,0,0,0,0,16962085,0,0,0,0,10147649,0,0,2806521,319908083,0,0,0,0,29695893,99,39,0,0,0,0,36,13,61,26,97,39,136,2,0,0,0,4,138,2341,2715,0,0,0,0,0,0,15010
7376,6/30/2025 0:00:00,3387,0,0,0,0,0,0,97381,0,0,0,0,0,0,0,918387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243243,0,0,0,1425363,0,0,0,0,166352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,22
7383,6/30/2025 0:00:00,3391,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,482450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10534,494612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,58
7392,6/30/2025 0:00:00,3395,0,0,0,0,0,0,96425,0,0,0,0,0,0,0,1001168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252815,0,0,0,0,155222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,41
7397,6/30/2025 0:00:00,3397,0,0,0,0,0,0,121624683,0,0,0,0,0,0,0,161404006,0,0,0,0,0,0,0,0,0,26651364,0,0,0,0,99096197,0,0,2890606,387291414,0,0,0,0,2275922,164,0,0,1,0,0,59,0,60,0,162,0,157,1,0,37,0,2,164,7105,4067,0,4,0,0,0,4,2589
7405,6/30/2025 0:00:00,3402,0,0,0,0,0,0,970902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306036,1284611,0,0,0,0,7673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,0,0,139
7415,6/30/2025 0:00:00,3408,0,0,0,0,0,0,1565538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3175555,0,0,0,0,1610017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,178,0,0,0,0,0,0,80
7423,6/30/2025 0:00:00,3413,0,0,0,0,0,0,5469472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5469472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,92,0,0,0,0,0,0,21
7428,6/30/2025 0:00:00,3416,0,0,0,0,0,0,40552,0,0,0,0,0,0,0,6200384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8461325,0,0,0,0,2220389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,6,0,0,0,0,0,0,611
7448,6/30/2025 0:00:00,3424,0,0,0,0,0,0,77148779,0,0,0,0,0,0,0,87264583,0,0,0,0,0,0,0,0,0,6179457,0,0,0,0,2720766,0,0,9127349,186200502,0,0,0,0,9939025,118,30,0,12,0,0,22,1,41,21,95,30,125,11,0,28,8,23,148,1163,2053,4077,0,0,0,0,0,502
7465,6/30/2025 0:00:00,3435,0,0,0,0,0,0,6182505,0,0,0,0,0,0,0,8331580,0,0,0,0,0,0,0,0,0,131755,0,0,0,0,105871,0,0,114660,19023644,0,0,0,0,4289028,42,28,2,4,0,0,15,6,0,16,15,28,43,20,0,0,5,27,70,425,471,0,0,1,0,0,1,1103
7471,6/30/2025 0:00:00,3436,0,0,0,0,0,0,277287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34000,568190,0,0,0,0,256903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,87,0,0,0,0,0,0,47
7473,6/30/2025 0:00:00,3438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
7504,6/30/2025 0:00:00,3450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,17
7509,6/30/2025 0:00:00,3453,0,0,0,0,0,0,1035615,0,0,0,0,0,0,0,4851968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76323,0,0,151277,7365359,0,0,0,0,1250176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,19,0,0,0,0,0,0,102
7520,6/30/2025 0:00:00,3456,0,0,0,0,0,0,454980,0,0,0,0,0,0,0,934500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4804,0,0,106770,2028420,0,0,0,0,527366,0,3,0,0,0,0,0,0,0,2,0,2,2,0,1,0,0,1,3,107,51,11,0,0,0,0,0,153
7524,6/30/2025 0:00:00,3459,0,0,0,0,0,0,4403487,0,0,0,0,0,0,0,1091127,0,0,0,0,0,0,0,0,0,759653,0,0,0,0,1113428,0,0,16156,7301324,0,0,0,0,677126,90,2,0,0,0,0,14,0,18,0,42,2,44,44,0,0,0,48,92,271,194,0,10,4,2,0,16,712
7531,6/30/2025 0:00:00,3462,0,0,0,0,0,0,40717897,0,0,0,0,0,0,0,69924305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16663752,0,0,0,129152493,0,0,0,0,1846539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,44,0,0,0,0,0,7425
7532,6/30/2025 0:00:00,3463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131696,0,0,0,1370836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,7,0,0,0,0,0,0,203
7534,6/30/2025 0:00:00,3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
7544,6/30/2025 0:00:00,3468,0,0,0,0,0,0,359883045,0,0,0,0,0,0,0,1319173480,0,0,0,0,0,0,0,0,0,19683245,0,0,0,0,45186144,0,0,750136,1733697306,0,0,0,0,8704501,247,26,3,36,0,0,41,0,109,26,169,26,195,39,0,11,0,78,273,7301,9412,9,0,0,0,0,0,15409
7546,6/30/2025 0:00:00,3469,0,0,0,0,0,0,485096,0,0,0,0,0,0,0,600744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214172,0,0,0,1578120,0,0,0,0,278108,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,25,30,0,0,0,0,0,0,86
7552,6/30/2025 0:00:00,3474,0,0,0,0,0,0,166625,0,0,0,0,0,0,0,12207867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80793,0,0,7018532,20743314,0,0,0,0,1269497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,126,0,0,0,0,0,0,316
7557,6/30/2025 0:00:00,3477,0,0,0,0,0,0,4853736,0,0,0,0,0,0,0,1737307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2426720,0,0,0,10325519,0,0,0,0,1307756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68,0,0,0,0,0,0,30
7573,6/30/2025 0:00:00,3490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41955671,0,0,0,0,0,0,0,0,0,1863520,0,0,0,0,4387889,0,0,0,46556555,0,0,0,0,212995,36,105,0,0,0,0,3,0,7,7,15,7,20,21,98,5,0,117,141,456,1859,0,0,0,0,0,0,85
7590,6/30/2025 0:00:00,3499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11872305,0,0,0,0,0,0,0,0,0,111047,0,0,0,0,4465638,0,0,131559,50651144,0,0,0,0,34181642,74,3,0,0,0,0,17,0,34,3,59,3,62,15,0,8,0,15,77,1463,581,0,0,0,0,0,0,1300
7599,6/30/2025 0:00:00,3506,0,0,0,0,0,0,38823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170272,0,0,0,209095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0,65
7608,6/30/2025 0:00:00,3511,0,0,0,0,0,0,59914979,0,0,0,0,0,0,0,53180917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3692538,118857858,0,0,0,0,2069424,103,46,1,0,0,0,11,8,64,23,102,46,148,0,0,27,15,1,149,812,129,1022,0,0,0,0,0,337
7610,6/30/2025 0:00:00,3513,0,0,0,0,0,0,270982,0,0,0,0,0,0,0,308184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110654,0,0,0,689820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,48
7628,6/30/2025 0:00:00,3522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250519,0,0,0,3099424,0,0,0,0,806789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,15
7633,6/30/2025 0:00:00,3525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292606,0,0,0,292606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,1,0,0,0,0,0,43
7641,6/30/2025 0:00:00,3531,0,0,0,0,0,0,948280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425125,0,0,407641,3055698,0,0,0,0,274652,23,0,0,0,0,0,0,0,0,0,1,0,1,22,0,1,0,19,23,255,105,0,0,0,0,0,0,523
7644,6/30/2025 0:00:00,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143
7652,6/30/2025 0:00:00,3536,0,0,0,0,0,0,2026840,0,0,0,0,0,0,0,1650246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3689888,0,0,0,0,12802,1,6,0,0,0,0,0,0,0,0,1,6,7,0,0,1,6,0,7,115,105,0,0,0,0,0,0,64
7656,6/30/2025 0:00:00,3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73860,0,0,0,73860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,167
7662,6/30/2025 0:00:00,3544,0,0,0,0,0,0,4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,26
7672,6/30/2025 0:00:00,3550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,0,0,0,0,334
7674,6/30/2025 0:00:00,3552,0,0,0,0,0,0,4227565,0,0,0,0,0,0,0,2152802,0,0,0,0,0,0,0,0,0,35310,0,0,0,0,0,0,0,12491,7204692,0,0,0,0,811834,0,34,0,0,0,0,0,5,0,27,0,33,33,0,0,0,0,1,34,76,152,17,0,0,0,1,1,131
7677,6/30/2025 0:00:00,3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
7688,6/30/2025 0:00:00,3561,0,0,0,0,0,0,9711856,0,0,0,0,0,0,0,24802879,0,0,0,0,0,0,0,0,0,503488,0,0,0,0,6815334,0,0,991334,53429031,0,0,0,0,11107628,44,38,0,0,0,0,11,6,4,24,19,38,56,25,0,3,5,22,82,993,632,0,1,0,0,0,1,286
7700,6/30/2025 0:00:00,3570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
7715,6/30/2025 0:00:00,3575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
7716,6/30/2025 0:00:00,3576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,149329,168563,0,0,0,0,9234,5,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,4,5,117,14,0,0,0,0,0,0,79
7717,6/30/2025 0:00:00,3577,0,0,0,0,0,0,1769517,0,0,0,0,0,0,0,6749226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117773,0,0,806754,13004439,0,0,0,0,3561169,2,4,0,0,0,0,0,0,0,1,0,2,2,2,0,0,1,4,6,73,170,0,0,0,0,2,2,104
7722,6/30/2025 0:00:00,3579,0,0,0,0,0,0,490732,0,0,0,0,0,0,0,9989705,0,0,0,0,0,0,0,0,0,1450691,0,0,0,0,0,0,0,4717438,18446400,0,0,0,0,3248525,8,34,0,0,0,0,0,6,3,26,6,34,40,2,0,0,0,2,42,188,49,0,0,0,0,0,0,175
7723,6/30/2025 0:00:00,3580,0,0,0,0,0,0,18745431,0,0,0,0,0,0,0,38938375,0,0,0,0,0,0,0,0,0,3419862,0,0,0,0,672654,0,0,0,59189328,0,0,0,0,832868,104,4,0,25,3,0,28,0,0,1,33,1,67,46,0,5,0,36,108,501,995,0,0,0,0,0,0,267
7724,6/30/2025 0:00:00,3581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1127793,0,0,0,0,325624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,4
7731,6/30/2025 0:00:00,3585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256594,344189,0,0,0,0,87595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
7748,6/30/2025 0:00:00,3596,0,0,0,0,0,0,20065766,0,0,0,0,0,0,0,26778751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22694,0,0,0,50048565,0,0,0,0,3181354,8,0,0,0,0,0,1,0,1,0,8,0,8,0,0,6,0,0,8,296,382,0,0,0,0,0,0,151
7770,6/30/2025 0:00:00,3606,0,0,0,0,0,0,2130927,0,0,0,0,0,0,0,5053615,0,0,0,0,0,0,0,0,0,321720,0,0,0,0,636763,0,0,0,10323663,0,0,0,0,2502358,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,43,143,0,0,0,0,0,0,46
7776,6/30/2025 0:00:00,3609,0,0,0,0,0,0,7013217,0,0,0,0,0,0,0,11275832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462774,0,0,0,27622941,0,0,0,0,7871118,88,5,0,5,0,0,0,0,43,3,45,5,50,38,0,0,2,43,93,529,485,0,0,0,0,0,0,769
7790,6/30/2025 0:00:00,3616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
7817,6/30/2025 0:00:00,3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4085181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46828,0,0,41662,4188939,0,0,0,0,15268,0,10,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,0,10,37,56,0,0,0,0,0,0,53
7821,6/30/2025 0:00:00,3634,0,0,0,0,0,0,161189,0,0,0,0,0,0,0,2035200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558267,4059757,0,0,0,0,1305101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15,0,0,0,0,0,0,67
7822,6/30/2025 0:00:00,3635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85656,0,0,0,3863019,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,260
7825,6/30/2025 0:00:00,3637,0,0,0,0,0,0,8306691,0,0,0,0,0,0,0,6672563,0,0,0,0,0,0,0,0,0,499982,0,0,0,0,0,0,0,1816205,18484066,0,0,0,0,1688607,16,51,0,0,0,0,7,18,9,33,16,51,67,0,0,0,0,0,67,127,347,0,0,0,0,0,0,30
7835,6/30/2025 0:00:00,3647,0,0,0,0,0,0,71696631,0,0,0,0,0,0,0,88485455,0,0,0,0,0,0,0,0,0,294881,0,0,0,0,23521643,0,0,0,206627488,0,0,0,0,22923759,194,11,0,1,0,0,43,0,89,11,191,11,202,2,0,59,0,4,205,431,2039,0,0,0,0,0,0,1055
7840,6/30/2025 0:00:00,3650,0,0,0,0,0,0,629360037,0,0,0,0,0,0,0,265976731,0,0,0,0,0,0,0,0,0,49609754,0,0,0,0,124119662,0,0,3311348,1212806873,0,0,0,0,190039095,2054,32,66,870,0,0,127,19,303,4,476,25,501,642,7,37,2,1585,2086,8623,13118,3,3,0,0,0,3,9477
7842,6/30/2025 0:00:00,3651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836217,1219676,0,0,0,0,383459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,103,0,0,0,0,0,0,24
7846,6/30/2025 0:00:00,3654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405329,413400,0,0,0,0,8071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,11,6,0,0,0,0,0,317
7870,6/30/2025 0:00:00,3663,0,0,0,0,0,0,10124990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,0,0,11651975,27511846,0,0,0,0,5732160,0,14,0,0,0,0,0,0,0,14,0,14,15,0,0,0,0,0,14,238,280,6,0,0,0,0,0,1228
7873,6/30/2025 0:00:00,3664,0,0,0,0,0,0,2256645,0,0,0,0,0,0,0,4349018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13372,0,0,11707,8908748,0,0,0,0,2278006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,140,0,0,0,0,0,0,404
7875,6/30/2025 0:00:00,3665,0,0,0,0,0,0,40856890,0,0,0,0,0,0,0,8471864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49328754,0,0,0,0,0,135,0,0,0,0,0,5,0,85,0,135,0,135,0,0,45,0,0,135,1570,504,69,0,0,0,0,0,87
7877,6/30/2025 0:00:00,3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16
7910,6/30/2025 0:00:00,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28425,0,0,0,528526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,0,0,0,0,0,0,22
7916,6/30/2025 0:00:00,3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86662869,0,0,0,0,0,0,0,0,0,2232532,0,0,0,0,5604030,0,0,0,92466489,0,0,0,0,199590,230,0,0,0,0,0,98,0,8,0,123,0,123,101,0,13,0,107,230,2462,298,0,0,6,0,0,6,3178
7925,6/30/2025 0:00:00,3696,0,0,0,0,0,0,13612976,0,0,0,0,0,0,0,6194697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444353,0,0,0,23628969,0,0,0,0,3376943,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,332,365,0,0,0,0,0,0,161
7955,6/30/2025 0:00:00,3712,0,0,0,0,0,0,4192137,0,0,0,0,0,0,0,2757685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588719,9821044,0,0,0,0,2282503,4,29,0,0,0,0,1,0,0,24,1,29,30,3,0,0,5,3,33,327,318,0,0,0,0,0,0,381
7958,6/30/2025 0:00:00,3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1044138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,6,0,0,0,0,0,0,20
7960,6/30/2025 0:00:00,3715,0,0,0,0,0,0,142104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3119114,3261218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,99,0,0,0,0,0,0,363
7970,6/30/2025 0:00:00,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33744,33744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
7989,6/30/2025 0:00:00,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
7992,6/30/2025 0:00:00,3729,0,0,0,0,0,0,1913672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269045,0,0,0,2655780,0,0,0,0,473063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,0,0,0,0,0,20
