"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
444,6/30/2025 0:00:00,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255832,0,0,0,0,255832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,0,0,0,0,0,0,46
452,6/30/2025 0:00:00,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3647903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3647903,0,0,0,0,0,9,0,6,0,0,0,3,0,0,0,3,0,3,0,0,0,0,6,9,55,64,0,0,0,0,0,0,27
464,6/30/2025 0:00:00,246,0,0,0,0,0,0,330874,0,0,0,0,0,0,0,9839223,0,0,0,0,0,0,0,0,0,130874,0,0,0,0,0,0,0,0,11441345,0,0,0,0,1271248,21,69,0,0,20,0,0,1,3,48,21,49,71,0,0,18,0,20,90,101,72,0,0,0,0,0,0,26
473,6/30/2025 0:00:00,252,0,0,0,0,0,0,247245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36000,0,0,0,1458602,0,0,0,0,1175357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,15,36,0,0,0,0,0,299
475,6/30/2025 0:00:00,253,0,0,0,0,0,0,299973,0,0,0,0,0,0,0,4083346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399484,0,0,0,0,16165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,32,0,0,0,0,0,0,82
477,6/30/2025 0:00:00,255,0,0,0,0,0,0,1433440,0,0,0,0,0,0,0,7946362,0,0,0,0,0,0,0,0,0,2750000,0,0,0,0,1032199,0,0,0,10412001,0,0,0,0,0,22,2,0,0,0,0,0,0,9,1,22,2,24,0,0,13,1,0,24,315,394,0,0,0,0,0,0,57
484,6/30/2025 0:00:00,257,0,0,0,0,0,0,4269592,0,0,0,0,0,0,0,630437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4900029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,66,0,0,0,0,0,0,1
489,6/30/2025 0:00:00,259,0,0,0,0,0,0,7843677,0,0,0,0,0,0,0,23419128,0,0,0,0,0,0,0,0,0,8114377,0,0,0,0,0,0,0,0,33949726,0,0,0,0,2686921,202,14,0,1,0,0,30,1,12,11,85,14,106,110,0,39,0,128,216,156,227,0,3,6,0,0,9,405
490,6/30/2025 0:00:00,260,0,0,0,0,0,0,430234,0,0,0,0,0,0,0,6996693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000292,0,0,298955,9155379,0,0,0,0,429205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,83,0,0,0,0,0,0,265
511,6/30/2025 0:00:00,271,0,0,0,0,0,0,9433182,0,0,0,0,0,0,0,24873042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403782,0,0,0,37748493,0,0,0,0,3038487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,436,0,0,0,0,0,0,72
514,6/30/2025 0:00:00,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164608,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,259003,0,0,0,0,94395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
517,6/30/2025 0:00:00,274,0,0,0,0,0,0,3903554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127458,0,0,0,4031012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,138,0,0,0,0,0,0,172
524,6/30/2025 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
528,6/30/2025 0:00:00,277,0,0,0,0,0,0,244992572,0,0,0,0,0,0,0,62462073,0,0,0,0,0,0,0,0,0,34490371,0,0,0,0,2416277,0,0,11983780,323197300,0,0,0,0,1342598,401,12,0,219,0,0,16,0,95,10,152,12,164,30,0,23,0,249,413,570,2840,0,0,0,0,0,0,521
538,6/30/2025 0:00:00,282,0,0,0,0,0,0,166494,0,0,0,0,0,0,0,1356716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1420214,0,0,0,3765795,0,0,0,0,822371,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,3,75,28,0,0,0,0,0,0,8
566,6/30/2025 0:00:00,290,0,0,0,0,0,0,221204949,0,0,0,0,0,0,0,237202367,0,0,0,0,0,0,0,0,0,18530534,0,0,0,0,11959206,0,0,12328522,530370218,0,0,0,0,47675174,359,15,14,8,0,0,27,0,83,9,222,15,237,115,0,83,6,137,374,3405,3286,0,0,0,0,0,0,9843
567,6/30/2025 0:00:00,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
577,6/30/2025 0:00:00,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5431,0,0,0,148209,0,0,0,0,142778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
594,6/30/2025 0:00:00,302,0,0,0,0,0,0,15439511,0,0,0,0,0,0,0,35459203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1532928,55117824,0,0,0,0,2686182,0,21,0,0,0,0,0,2,0,1,0,21,21,0,0,0,18,0,21,264,434,0,0,0,0,0,0,239
606,6/30/2025 0:00:00,307,0,0,0,0,0,0,8296420,0,0,0,0,0,0,0,4776796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13073216,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,3,350,409,0,0,0,0,0,0,182
609,6/30/2025 0:00:00,309,0,0,0,0,0,0,81427,0,0,0,0,0,0,0,1227603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,75
613,6/30/2025 0:00:00,311,0,0,0,0,0,0,1370462,0,0,0,0,0,0,0,5570087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419364,0,0,0,8015413,0,0,0,0,655500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,44,0,0,0,0,0,0,153
616,6/30/2025 0:00:00,314,0,0,0,0,0,0,1369373,0,0,0,0,0,0,0,1877965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3563286,0,0,0,0,315948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,74,0,0,0,0,0,0,14
619,6/30/2025 0:00:00,316,0,0,0,0,0,0,205745650,0,0,0,0,0,0,0,20031564,0,0,0,0,0,0,0,0,0,3140612,0,0,0,0,12855249,0,0,0,239714575,0,0,0,0,1082112,126,8,0,105,0,0,4,5,15,2,21,8,29,0,0,2,1,105,134,677,2738,230,0,0,0,0,0,2024
620,6/30/2025 0:00:00,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,8,0,0,0,0,0,0,87
624,6/30/2025 0:00:00,321,0,0,0,0,0,0,79327487,0,0,0,0,0,0,0,87457141,0,0,0,0,0,0,0,0,0,1319742,0,0,0,0,31635652,0,0,0,210296109,0,0,0,0,11875829,121,71,4,69,0,0,4,4,3,48,8,71,79,40,0,1,18,113,192,709,4937,0,0,0,0,0,0,556
640,6/30/2025 0:00:00,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,24,0,0,0,0,0,0,19
644,6/30/2025 0:00:00,330,0,0,0,0,0,0,22331237,0,0,0,0,0,0,0,9001733,0,0,0,0,0,0,0,0,0,170051,0,0,0,0,0,0,0,2035826,37114440,0,0,0,0,3745644,6,1,0,4,0,0,2,1,0,0,2,1,2,0,0,0,0,4,7,86,924,16,0,0,0,0,0,249
649,6/30/2025 0:00:00,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070338,0,0,0,0,904359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,780,0,0,0,0,0,0,145
663,6/30/2025 0:00:00,341,0,0,0,0,0,0,191756,0,0,0,0,0,0,0,1469436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,17
665,6/30/2025 0:00:00,342,0,0,0,0,0,0,18795408,0,0,0,0,0,0,0,20880348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12023,0,0,10815884,60049942,0,0,0,0,9546279,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,354,457,0,0,0,0,0,0,843
687,6/30/2025 0:00:00,352,0,0,0,0,0,0,3407808,0,0,0,0,0,0,0,3595703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71661,0,0,11873,8048345,0,0,0,0,961300,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,97,133,0,0,0,0,0,0,729
690,6/30/2025 0:00:00,353,0,0,0,0,0,0,5758083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4055036,9813119,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,12,233,141,0,0,0,0,0,0,239
716,6/30/2025 0:00:00,364,0,0,0,0,0,0,1669385,0,0,0,0,0,0,0,1218448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6499,2901402,0,0,0,0,7070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,230,0,0,0,0,0,0,11
761,6/30/2025 0:00:00,375,0,0,0,0,0,0,13586855,0,0,0,0,0,0,0,5694283,0,0,0,0,0,0,0,0,0,1034618,0,0,0,0,1655535,0,0,19259,21037415,0,0,0,0,81483,117,4,1,11,0,0,31,0,11,2,44,4,48,61,0,2,0,73,121,222,302,6,0,0,0,0,0,420
770,6/30/2025 0:00:00,378,0,0,0,0,0,0,2404282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,0,0,878766,0,0,0,3756532,0,0,0,0,473484,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,2,275,145,0,0,0,0,0,0,1134
785,6/30/2025 0:00:00,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4440,0,0,0,0,4440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,10,0,0,0,0,0,0,21
794,6/30/2025 0:00:00,390,0,0,0,0,0,0,3510579,0,0,0,0,0,0,0,5303757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167359,9860543,0,0,0,0,878848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,140,0,0,0,0,0,0,55
795,6/30/2025 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
798,6/30/2025 0:00:00,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405
808,6/30/2025 0:00:00,398,0,0,0,0,0,0,21159702,0,0,0,0,0,0,0,92926535,0,0,0,0,0,0,0,0,0,38241402,0,0,0,0,4778420,0,0,1876391,123077639,0,0,0,0,2336591,275,48,1,1,0,0,67,14,73,15,177,34,211,96,14,11,1,112,323,1155,1076,3,0,0,3,0,3,1773
817,6/30/2025 0:00:00,401,0,0,0,0,0,0,3247506,0,0,0,0,0,0,0,1832788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2662634,0,0,0,7742928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,142,0,0,0,0,0,0,15
818,6/30/2025 0:00:00,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,76
832,6/30/2025 0:00:00,409,0,0,0,0,0,0,937210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2962611,0,0,0,3914233,0,0,0,0,14412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,37,0,0,0,0,0,0,352
839,6/30/2025 0:00:00,414,0,0,0,0,0,0,950441,0,0,0,0,0,0,0,5098646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571432,6620519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,37
841,6/30/2025 0:00:00,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,211090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,51
845,6/30/2025 0:00:00,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22992,0,0,0,897253,0,0,0,0,0,18,0,0,0,0,0,0,0,1,0,1,0,1,17,0,0,0,17,18,159,92,0,0,0,0,0,0,298
850,6/30/2025 0:00:00,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2956767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41534,0,0,1164534,5372942,0,0,0,0,1210107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,12,26,0,0,0,0,0,191
851,6/30/2025 0:00:00,421,0,0,0,0,0,0,2884265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2884265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,22
854,6/30/2025 0:00:00,423,0,0,0,0,0,0,8399184,0,0,0,0,0,0,0,17851605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166094,0,0,0,43086700,0,0,0,0,16669817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,788,0,0,0,0,0,0,327
856,6/30/2025 0:00:00,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462860,1578857,0,0,0,0,611732,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,47,3,0,0,0,0,0,0,105
857,6/30/2025 0:00:00,426,0,0,0,0,0,0,409206599,0,0,0,0,0,0,0,569850887,0,0,0,0,0,0,0,0,0,13983415,0,0,0,0,1223310,0,0,0,1024734690,0,0,0,0,44453894,420,22,10,85,0,0,43,5,148,17,198,22,220,127,0,6,0,221,442,7254,4278,0,0,0,0,0,0,751
858,6/30/2025 0:00:00,427,0,0,0,0,0,0,500702,0,0,0,0,0,0,0,1302302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118495,0,0,825651,3333373,0,0,0,0,586223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,142,0,0,0,0,0,0,17
871,6/30/2025 0:00:00,432,0,0,0,0,0,0,1840021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340293,3272069,0,0,0,0,91755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,51,0,0,0,0,0,514
872,6/30/2025 0:00:00,433,0,0,0,0,0,0,4860717,0,0,0,0,0,0,0,9643837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6071000,0,0,0,20575554,0,0,0,0,0,4,0,1,0,0,0,3,0,0,0,3,0,3,0,0,0,0,1,4,176,197,129,0,0,0,0,0,245
884,6/30/2025 0:00:00,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10
887,6/30/2025 0:00:00,444,0,0,0,0,0,0,22386458,0,0,0,0,0,0,0,7716855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544893,0,0,0,32952472,0,0,0,0,2304266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,845,0,0,0,0,0,0,518
888,6/30/2025 0:00:00,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
900,6/30/2025 0:00:00,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7
909,6/30/2025 0:00:00,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,18,0,0,0,0,0,0,124
911,6/30/2025 0:00:00,457,0,0,0,0,0,0,12542822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301731,0,0,0,0,0,0,0,0,14096822,0,0,0,0,1554000,16,32,0,1,0,0,0,0,12,32,12,32,44,3,0,0,0,4,48,735,392,26,0,0,0,0,0,840
916,6/30/2025 0:00:00,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
926,6/30/2025 0:00:00,465,0,0,0,0,0,0,268133,0,0,0,0,0,0,0,7815940,0,0,0,0,0,0,0,0,0,337293,0,0,0,0,2121345,0,0,0,10671568,0,0,0,0,466150,73,3,7,41,0,0,12,3,2,0,14,3,17,11,0,0,0,59,76,349,79,4,0,0,0,0,0,220
930,6/30/2025 0:00:00,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,6/30/2025 0:00:00,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44822,0,0,842714,1525006,0,0,0,0,64709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,99,0,0,0,0,0,0,7
943,6/30/2025 0:00:00,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
946,6/30/2025 0:00:00,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16517,0,0,0,1736297,0,0,0,0,112899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,13,0,0,0,0,0,0,409
948,6/30/2025 0:00:00,476,0,0,0,0,0,0,103018093,0,0,0,0,0,0,0,643951887,0,0,0,0,0,0,0,0,0,136288166,0,0,0,0,28235911,0,0,0,780604773,0,0,0,0,5398882,2312,0,21,1294,0,0,200,0,324,0,829,0,829,165,0,69,0,1483,2312,2664,5474,0,7,3,0,0,10,772
951,6/30/2025 0:00:00,477,0,0,0,0,0,0,769911,0,0,0,0,0,0,0,1706373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2578464,0,0,0,0,102180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,77
960,6/30/2025 0:00:00,482,0,0,0,0,0,0,12356779,0,0,0,0,0,0,0,20217485,0,0,0,0,0,0,0,0,0,2077394,0,0,0,0,1321912,0,0,9448510,49791030,0,0,0,0,6446344,163,0,1,15,0,0,26,0,9,0,67,0,67,35,0,9,0,96,163,380,232,0,23,45,0,0,68,1080
964,6/30/2025 0:00:00,485,0,0,0,0,0,0,918041,0,0,0,0,0,0,0,4054197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51464,0,0,585230,6031852,0,0,0,0,422920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,78,1,0,0,0,0,0,254
967,6/30/2025 0:00:00,486,0,0,0,0,0,0,4932821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6829468,0,0,460650,12807317,0,0,0,0,584378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,704,0,0,0,0,0,0,239
986,6/30/2025 0:00:00,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
988,6/30/2025 0:00:00,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254740,0,0,0,3900146,0,0,0,0,652800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,134,0,0,0,0,0,0,162
1000,6/30/2025 0:00:00,500,0,0,0,0,0,0,5006972,0,0,0,0,0,0,0,7974624,0,0,0,0,0,0,0,0,0,943572,0,0,0,0,307156,0,0,0,15211501,0,0,0,0,1922749,57,1,0,6,0,0,6,0,13,1,26,1,28,25,0,7,0,30,58,13,72,0,0,0,0,0,0,353
1015,6/30/2025 0:00:00,509,0,0,0,0,0,0,9715209,0,0,0,0,0,0,0,5485354,0,0,0,0,0,0,0,0,0,2335429,0,0,0,0,269975,0,0,337687,16434985,0,0,0,0,626760,36,3,1,0,0,0,15,0,13,1,35,1,36,0,2,7,0,3,39,298,341,0,0,0,0,0,0,166
1021,6/30/2025 0:00:00,512,0,0,0,0,0,0,5706582,0,0,0,0,0,0,0,30871617,0,0,0,0,0,0,0,0,0,20000,0,0,0,0,49145,0,0,1281694,41058038,0,0,0,0,3149000,0,71,0,0,0,0,0,2,0,1,0,4,4,0,67,0,0,74,71,95,555,4,0,0,0,0,0,25
1022,6/30/2025 0:00:00,513,0,0,0,0,0,0,44958752,0,0,0,0,0,0,0,189638048,0,0,0,0,0,0,0,0,0,6842910,0,0,0,0,14941395,0,0,5873242,336090811,0,0,0,0,80679374,207,2,1,37,0,0,96,1,14,1,128,2,130,41,0,13,0,513,209,3934,3275,0,0,0,0,0,0,5237
1034,6/30/2025 0:00:00,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2147337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1040,6/30/2025 0:00:00,524,0,0,0,0,0,0,88303139,0,0,0,0,0,0,0,51491220,0,0,0,0,0,0,0,0,0,13709680,0,0,0,0,6620740,0,0,0,167480773,0,0,0,0,21065674,292,3,0,29,0,0,110,3,52,0,235,3,238,28,0,61,0,57,295,2004,1775,0,1,0,0,0,1,1675
1049,6/30/2025 0:00:00,527,0,0,0,0,0,0,8258495,0,0,0,0,0,0,0,5248657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198815,0,0,0,13795282,0,0,0,0,89315,20,0,0,0,0,0,0,0,0,0,6,0,6,14,0,6,0,14,20,126,230,0,0,0,0,0,0,30
1059,6/30/2025 0:00:00,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2748,0,0,0,2748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1068,6/30/2025 0:00:00,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367645,0,0,0,0,367645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,28
1074,6/30/2025 0:00:00,534,0,0,0,0,0,0,54903073,0,0,0,0,0,0,0,141866688,0,0,0,0,0,0,0,0,0,23000199,0,0,0,0,14957896,0,0,6263677,232511014,0,0,0,0,14519680,5410,26,1162,418,0,0,226,4,73,15,332,26,359,3498,0,33,7,4815,5436,1105,1485,16,0,0,0,0,0,1119
