"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
1022,6/30/2025 0:00:00,513,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,44324919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689666816,0,0,0,0,0,0,0,69931129,0,0,0,0,0,0,-2594500,0,17948087,17948087,1923064823,-2594500,-17948087,-17948087,0,0,0,0,0,312090355,0,20241106,20241106,0,0,0,0,0,0,0,2513714687,2293019,2293019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2513714687,0,0,17948087,2554,580326372,43098855,514,37395743,5668600,36,7670670,0,826,383635542,37919825,4,1368318,781400,1010396645,87468680,2219,127052352,11858600,0,0,0,0,0,0,1056,41371469,14723353,168423821,26581953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7209,1178820466,114050633,16626988,1980411660,2003176660,22765000,0,0,0,0,19,5804325,19,0,19,5804325,2648,0,0,0,0,1,72616299,288,0,0,1918855,7,0,0,27263524,0,1980000
1034,6/30/2025 0:00:00,521,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36294274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177417,177417,36116857,0,-177417,-177417,0,0,0,0,0,1224175,0,639278,639278,0,0,0,0,0,0,0,69348097,461861,461861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69348097,0,0,177417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54407484,54407484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040,6/30/2025 0:00:00,524,Subm,0,0,0,13069800,0,12544800,0,525000,0,0,0,0,0,177835220,0,177835220,69173104,84101522,0,24035594,525000,0,0,0,0,14300763,305879917,305317393,0,562524,-14300763,55650725,55375099,275626,533864177,0,533864177,413411,0,439054732,82769919,11626115,296340231,0,296340231,0,296325,294589934,1453972,0,0,11366675,11366675,1180368375,0,1180368375,-10953264,296325,305317393,439054732,433297476,13355713,105804244,0,105804244,11687490,93938609,0,178145,0,0,0,0,1511484229,1511484229,107298741,94482826,305317393,439054732,551271679,13880713,178145,0,0,0,0,1073384421.7,18896565.2,152658696.5,329291049,551271679,20821069.5,445362.5,0,0,0,0,6854845,6854845,8829030,2089196,0,6739834,7919047,7919047,2859363,2859363,20000000,20000000,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,0,46462285,0,0,0,0,4948559,0,21513726,20000000,23988005.5,0,0,0,2474279.5,0,21513726,0,1557946514,1097372427.2,1029,11366675,857,174064863,9981600,857,94348455,4241900,10,4242316,364000,0,0,0,280,18923520,4590000,291579154,19177500,186,9414978,926695,0,0,0,0,0,0,1545,60536510,9708361,69951488,10635056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3735,361530642,29812556,81216867,1001751771,1138330499,136578728,0,0,0,0,21,6153630,21,0,0,0,51,0,0,0,0,0,215487267,1425,0,0,0,0,0,0,193551210,0,1296900
1049,6/30/2025 0:00:00,527,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,13923764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15032300,0,0,0,0,0,0,0,1839390,0,0,0,0,0,0,0,0,328780,328780,42061999,0,-328780,-328780,0,0,0,0,0,2543078,0,874318,874318,0,0,0,0,0,0,0,107356573,545538,545538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107356573,0,0,328780,66,11242783,385000,60,4903450,140000,0,0,0,0,0,0,0,0,0,16146233,525000,49,2632851,710000,0,0,0,0,0,0,181,6740005,840000,9372856,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,25519089,2075000,0,94603102,94603102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,6/30/2025 0:00:00,530,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,805333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1246671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12656,12656,1362357,0,-12656,-12656,0,0,0,0,0,92220,0,61014,61014,0,0,0,0,0,0,0,7301392,48358,48358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7301392,0,0,12656,1,128342,128342,0,0,0,0,0,0,0,0,0,0,0,0,128342,128342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128342,128342,0,6430830,6430830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,6/30/2025 0:00:00,532,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,22438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16352923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155000,0,107654,107654,18416156,-155000,-107654,-107654,0,0,0,0,0,2224229,0,174260,174260,0,0,0,0,0,0,0,24645209,66606,66606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24645209,0,0,107654,11,1729018,0,3,286869,0,0,0,0,0,0,0,0,0,0,2015887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2015887,0,0,19898684,21141684,1243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9683
1074,6/30/2025 0:00:00,534,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5797520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182498796,0,0,0,0,0,0,0,638633578,0,0,0,0,0,0,0,0,25051578,25051578,1220483126,0,-25051578,-25051578,0,0,0,0,0,50492176,0,11734169,11734169,0,0,0,0,0,0,0,1392322262,-13317409,-13317409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49369000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392322262,0,0,25051578,885,209959921,15077460,49,10034548,550946,0,0,0,113,60799439,0,48,8327634,0,289121542,15628406,751,71756643,8628269,0,0,0,0,0,0,744,63524145,12128390,135280788,20756659,16,332813,0,0,0,0,0,0,0,0,0,0,332813,0,2606,424735143,36385065,130950124,962614127,1210877152,248263025,0,0,0,0,5,2063400,5,0,0,0,0,0,0,0,0,1,49369000,354,0,0,0,0,0,0,3241055,0,3720426
1077,6/30/2025 0:00:00,536,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3672570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4788137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130147,130147,16540121,0,-130147,-130147,0,0,0,0,0,1507206,0,581655,581655,0,0,0,0,0,0,0,68989365,451508,451508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68989365,0,0,130147,14,1885757,270000,13,1031361,0,0,0,0,0,0,0,0,0,0,2917118,270000,156,7005376,338500,0,0,0,0,0,0,56,1959638,482217,8965014,820717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,11882132,1090717,820392,62270273,62270273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35647
1080,6/30/2025 0:00:00,537,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,9703823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7494226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115648,115648,9580209,0,-115648,-115648,0,0,0,0,0,521763,0,207062,207062,0,0,0,0,0,0,0,23651357,91414,91414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23651357,0,0,115648,0,0,0,22,698743,70000,0,0,0,0,0,0,29,1265914,142302,1964657,212302,7,236974,0,0,0,0,0,0,0,0,0,0,236974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2201631,212302,1339285,21765118,21765118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13837
1086,6/30/2025 0:00:00,541,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,121577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11410767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94036,94036,14635667,0,-94036,-94036,0,0,0,0,0,617226,0,238679,238679,0,0,0,0,0,0,0,26789285,144643,144643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26789285,0,0,94036,41,2123271,335000,32,1195665,0,0,0,0,0,0,0,0,0,0,3318936,335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,3318936,335000,145944,23788558,23788558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,6/30/2025 0:00:00,552,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,28590108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18280441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377661,377661,43552148,0,-377661,-377661,0,0,0,0,0,8013773,0,815647,815647,0,0,0,0,0,0,0,96244576,437986,437986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96244576,0,0,377661,18,3241859,0,3,87310,0,0,0,0,0,0,0,4,373471,0,3702640,0,197,15073041,2990500,0,0,0,0,0,0,255,6873687,1150000,21946728,4140500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,25649368,4140500,8125186,85621182,85621182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78528
1111,6/30/2025 0:00:00,554,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3092189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1909008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17371,17371,4606566,0,-17371,-17371,0,0,0,0,0,1313174,0,143848,143848,0,0,0,0,0,0,0,19388210,126477,126477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19388210,0,0,17371,12,1451059,0,26,1201536,0,0,0,0,0,0,0,0,0,0,2652595,0,2,62334,0,0,0,0,0,0,0,0,0,0,62334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,2714929,0,169419,14359683,14359683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,6/30/2025 0:00:00,555,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3777814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15074,15074,4536302,0,-15074,-15074,0,0,0,0,0,150974,0,92418,92418,0,0,0,0,0,0,0,11479880,77344,77344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11479880,0,0,15074,2,369775,0,9,403787,0,0,0,0,0,0,0,0,0,0,773562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,773562,0,89640,9666009,9666009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,6/30/2025 0:00:00,556,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,19817450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64741445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526758,526758,88072822,0,-526758,-526758,0,0,0,0,0,16872752,0,1143254,1143254,0,0,0,0,0,0,0,132148149,616496,616496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132148149,0,0,526758,22,3223240,0,22,600989,0,0,0,0,0,0,0,16,2941565,0,6765794,0,91,14080639,0,0,0,0,129,3011702,300000,0,0,0,17092341,300000,68,6089939,100000,0,0,0,6,2697712,1396850,0,0,0,8787651,1496850,354,32645786,1796850,2925555,114982785,117667785,2685000,0,0,0,0,8,3004500,0,0,8,3004500,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104685
1117,6/30/2025 0:00:00,557,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,106828836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173663337,0,0,0,0,0,0,0,7395920,0,0,0,0,0,0,-107061,0,1418971,1418971,256262367,-107061,-1418971,-1418971,0,0,0,0,0,37266342,0,3814380,3814380,0,0,0,0,0,0,0,459394468,2395409,2395409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459394468,0,0,1418971,310,36157398,1879708,749,34680043,1036486,0,0,0,3,125100,0,26,594102,274500,71556643,3190694,109,2938353,236824,0,0,0,0,0,0,86,2020025,631000,4958378,867824,0,0,0,1,47277,0,0,0,0,0,0,0,47277,0,1284,76562298,4058518,9590328,410279619,410279619,0,89,1895382,0,0,19,3417189,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,39993868,0,71724
1125,6/30/2025 0:00:00,560,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,34634358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3370539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74571,74571,13253067,0,-74571,-74571,0,0,0,0,0,3463272,0,484388,484388,0,0,0,0,0,0,0,55099472,409817,409817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55099472,0,0,74571,12,4106424,0,15,4132048,1845000,0,0,0,0,0,0,5,1360465,0,9598937,1845000,3,358162,0,0,0,0,0,0,0,0,0,0,358162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,9957099,1845000,2598937,48713269,48722756,9487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
1127,6/30/2025 0:00:00,561,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,199651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49611526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267929,267929,55856753,0,-267929,-267929,0,0,0,0,0,13824317,0,794923,794923,0,0,0,0,0,0,0,94379484,526994,526994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94379484,0,0,267929,0,0,0,30,1933843,70000,0,0,0,0,0,0,0,0,0,1933843,70000,6,223148,0,0,0,0,0,0,0,154,4356166,331600,4579314,331600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,6513157,401600,4594260,80662352,80662352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,6/30/2025 0:00:00,563,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,8073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19328047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90805,90805,19237242,0,-90805,-90805,0,0,0,0,0,848039,0,185467,185467,0,0,0,0,0,0,0,21703003,94662,94662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21703003,0,0,90805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,53124,0,0,0,0,0,0,0,0,0,0,53124,0,2,53124,0,0,18819202,19069202,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31053
1130,6/30/2025 0:00:00,564,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27998,27998,2638099,0,-27998,-27998,0,0,0,0,0,220828,0,24275,24275,0,0,0,0,0,0,0,3354407,-3723,-3723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3354407,0,0,27998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2543869,2543869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,6/30/2025 0:00:00,565,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,13102559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5776977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207593,207593,7387267,0,-207593,-207593,0,0,0,0,0,1139548,0,189886,189886,0,0,0,0,0,0,0,23278141,-17707,-17707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23278141,0,0,207593,6,919624,0,4,350163,0,0,0,0,0,0,0,0,0,0,1269787,0,17,548096,0,0,0,0,0,0,0,0,0,0,548096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1817883,0,0,20644155,20644155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,6/30/2025 0:00:00,567,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,259668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47821350,0,0,0,0,0,0,0,4269290,0,0,0,0,0,0,0,0,320784,320784,84685416,0,-320784,-320784,0,0,0,0,0,8275319,0,1025802,1025802,0,0,0,0,0,0,0,123360937,705018,705018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123360937,0,0,320784,3047,17599471,479608,293,6575334,8082,0,0,0,0,0,0,34,1164475,448826,25339280,936516,82,3900549,689000,0,0,0,0,0,0,97,3675731,1519451,7576280,2208451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,32915560,3144967,760006,109820389,109820389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33835
