"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
1134,6/30/2025 0:00:00,568,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35263,35263,685742,0,-35263,-35263,0,0,0,0,0,46193,0,30370,30370,0,0,0,0,0,0,0,3764196,-4893,-4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3764196,0,0,35263,0,0,0,0,0,0,0,0,0,0,0,0,5,289842,0,289842,0,0,0,0,0,0,0,0,0,0,1,38960,0,38960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,328802,0,0,2954954,2954954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,6/30/2025 0:00:00,575,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,54621888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182281217,0,0,0,0,0,0,0,8411345,0,0,0,0,0,0,-172250,0,1924279,1924279,262063170,-172250,-1924279,-1924279,0,0,0,0,0,14636527,0,2987521,2987521,0,0,0,0,0,0,0,355576257,1063242,1063242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355576257,0,0,1924279,94,17012909,914000,454,31633050,0,19,1061093,0,0,0,0,22,5858047,0,55565099,914000,167,6107727,2052750,0,0,0,0,0,0,440,11449811,3131163,17557538,5183913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,73122637,6097913,22136897,316544925,319425925,2881000,143,3052982,0,0,12,3494582,11,0,1,210000,460,0,0,0,0,0,0,0,0,0,0,0,0,0,16725852,0,71642
1157,6/30/2025 0:00:00,581,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,12900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10545225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33738,33738,10511487,0,-33738,-33738,0,0,0,0,0,169302,0,127181,127181,0,0,0,0,0,0,0,16404855,93443,93443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16404855,0,0,33738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12824467,12824467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6241
1166,6/30/2025 0:00:00,585,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5064288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986161,0,0,0,0,0,0,0,902222,0,0,0,0,0,0,0,0,56656,56656,7795707,0,-56656,-56656,0,0,0,0,0,1081680,0,169240,169240,0,0,0,0,0,0,0,17983426,112584,112584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17983426,0,0,56656,6,527957,0,0,0,0,0,0,0,0,0,0,0,0,0,527957,0,54,1887943,881000,18,548078,0,0,0,0,0,0,0,2436021,881000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2963978,881000,0,16460418,16460418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100340,0,0,0
1167,6/30/2025 0:00:00,586,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,24524273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9653458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121484,121484,32697920,0,-121484,-121484,0,0,0,0,0,2030213,0,565946,565946,0,0,0,0,0,0,0,63166239,444462,444462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63166239,0,0,121484,49,7077582,524500,30,2215004,0,0,0,0,0,0,0,0,0,0,9292586,524500,0,0,0,0,0,0,262,11335993,1158267,124,2537367,0,13873360,1158267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,23165946,1682767,3697993,57451277,57451277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15858
1172,6/30/2025 0:00:00,589,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,20887315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20359077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212256,212256,28117496,0,-212256,-212256,0,0,0,0,0,3097154,0,786631,786631,0,0,0,0,0,0,0,95664775,574375,574375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95664775,0,0,212256,17,1827423,45000,70,2964027,354801,0,0,0,0,0,0,7,75721,20000,4867171,419801,74,2869226,318800,0,0,0,0,0,0,12,234278,28800,3103504,347600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,7970675,767401,510759,80128583,80128583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24298
1199,6/30/2025 0:00:00,599,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,84182377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232002094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372153,2372153,534605442,0,-2372153,-2372153,0,0,0,0,0,30600754,0,5378023,5378023,0,0,0,0,0,0,0,703460085,3005870,3005870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703460085,0,0,2372153,860,153710072,3866345,193,17172223,601511,0,0,0,231,61162954,15383422,65,7877284,323000,239922533,20174278,153,7300904,596377,0,0,0,0,0,0,1413,57752063,16982172,65052967,17578549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915,304975500,37752827,51247490,599136861,599136861,0,0,0,0,0,4,811000,0,0,4,811000,535,0,0,0,0,1,40082521,569,0,0,0,0,0,0,214418,0,353577
1204,6/30/2025 0:00:00,603,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,8689254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32526452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186583,186583,61900552,0,-186583,-186583,0,0,0,0,0,2121208,0,961024,961024,0,0,0,0,0,0,0,109589482,774441,774441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109589482,0,0,186583,85,21183388,0,44,4405020,0,0,0,0,0,0,0,0,0,0,25588408,0,10,872691,0,75,3099584,0,0,0,0,0,0,0,3972275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,29560683,0,0,100202400,100202400,0,2186,10070637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44627
1207,6/30/2025 0:00:00,604,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,265743535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436815488,0,0,0,0,0,0,0,24597849,0,0,0,0,0,0,0,0,14061895,14061895,870167171,0,-14061895,-14061895,0,0,0,0,0,57589222,0,10072933,10072933,0,0,0,0,0,0,0,1273485952,-3988962,-3988962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1273485952,0,0,14061895,395,80111789,0,417,49454060,178000,146,61208767,2006100,272,85409843,7377430,0,0,0,276184459,9561530,283,27195809,5381300,0,0,0,3,102449,0,1962,119333013,16403471,146631271,21784771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3478,422815730,31346301,206638761,1107194946,1107194946,0,3004,93779702,0,0,0,0,0,0,0,0,53,0,0,1444,12510700,1,266817018,2095,0,0,0,0,0,0,162863406,0,0
1236,6/30/2025 0:00:00,615,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,76802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47756,47756,8318527,0,-47756,-47756,0,0,0,0,0,148490,0,95737,95737,0,0,0,0,0,0,0,13586592,47981,47981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13586592,0,0,47756,4,1241916,0,2,476013,0,0,0,0,0,0,0,0,0,0,1717929,0,0,0,0,0,0,0,0,0,0,24,1441619,325000,1441619,325000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3159548,325000,1441619,10142555,10142555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,6/30/2025 0:00:00,616,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,27948933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16837367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155973,155973,23344898,0,-155973,-155973,0,0,0,0,0,2411463,0,552120,552120,0,0,0,0,0,0,0,57795067,396147,396147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57795067,0,0,155973,0,0,0,63,5524140,246792,0,0,0,0,0,0,10,367889,0,5892029,246792,17,771475,191211,0,0,0,0,0,0,0,0,0,771475,191211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,6663504,438003,644296,46473459,56505459,10032000,712,4592515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245,6/30/2025 0:00:00,619,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2269727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21228945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067347,1067347,53200725,0,-1067347,-1067347,0,0,0,0,0,4523293,0,508761,508761,0,0,0,0,0,0,0,68029223,-558586,-558586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68029223,0,0,1067347,78,10470348,2450500,187,8324267,798000,0,0,0,0,0,0,128,12252043,1994400,31046658,5242900,73,1267124,75800,2,99172,0,0,0,0,26,626174,81000,1992470,156800,1,8583,0,0,0,0,0,0,0,0,0,0,8583,0,495,33047711,5399700,6085773,53232676,53732676,500000,536,977372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,6/30/2025 0:00:00,620,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6842123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4423935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17769,17769,4406166,0,-17769,-17769,0,0,0,0,0,732505,0,121615,121615,0,0,0,0,0,0,0,13213841,103846,103846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13213841,0,0,17769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10239533,10239533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8773
1251,6/30/2025 0:00:00,622,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13153698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104130,104130,24487234,0,-104130,-104130,0,0,0,0,0,1283897,0,464289,464289,0,0,0,0,0,0,0,56673905,360159,360159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56673905,0,0,104130,83,5609133,586000,0,0,0,0,0,0,0,0,0,7,911505,640100,6520638,1226100,89,4029156,535300,0,0,0,0,0,0,16,887872,107600,4917028,642900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,11437666,1869000,3186982,48474778,48474778,0,1,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8618
1257,6/30/2025 0:00:00,623,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5080467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33055602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94845,94845,51599364,0,-94845,-94845,0,0,0,0,0,1321569,0,546660,546660,0,0,0,0,0,0,0,75784721,451815,451815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75784721,0,0,94845,61,8726739,695930,115,7396122,232784,7,1381311,0,1,136960,12200,0,0,0,17641132,940914,26,997475,44500,0,0,0,0,0,0,0,0,0,997475,44500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,18638607,985414,495843,59464767,59713767,249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,6/30/2025 0:00:00,625,Subm,0,0,0,20762890,0,15655900,0,5106990,0,0,0,0,0,308051202,0,308051202,-7781367,232045480,3632860,0,5106990,75047239,0,0,0,267000,1578889283,1576005120,0,2884163,0,321471849,320858423,613426,2489032459,0,2489032459,6716045,0,2171003135,279794473,31518806,159631539,0,159631539,0,0,159483054,148485,-267000,0,65000000,65000000,4484025130,0,4484025130,-58283955,0,1576005120,2171003135,763020113,32280717,244424142,0,244424142,42199249,196690535,4270739,1263619,0,0,0,0,5581398054,5581398054,498015104,255061883,1579637980,2171003135,959710648,41658446,1263619,75047239,0,0,0,3719582799.35,51012376.6,789818990,1628252351.25,959710648,62487669,3159047.5,225141717,0,0,0,12487704,12487704,18645071,6383896,0,12261175,314497.28,314497.28,1124011,1124011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32571283.28,0,0,0,0,7507907,0,25063376.28,0,28817329.78,0,0,0,3753953.5,0,25063376.28,0,5613969337.28,3748400129.13,1319,65000000,2863,612088138,63677374,1591,122147634,21868102,730,330976084,3132531,1209,489464754,13833128,396,23945673,3770420,1578622283,106281555,61,1141514,0,0,0,0,5562,281524546,88348782,906,38805789,9913689,321471849,98262471,1,28244,0,0,0,0,0,0,0,0,0,0,28244,0,13319,1900122376,204544026,591585033,4826538179,4826538179,0,0,0,46947,1946084927,13,3301505,0,0,13,3301505,1325,0,0,0,0,0,220191146,394,0,0,0,0,0,0,272292727,0,6996000
1263,6/30/2025 0:00:00,627,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,25567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7339526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28163,28163,17289085,0,-28163,-28163,0,0,0,0,0,448887,0,265695,265695,0,0,0,0,0,0,0,35007027,237532,237532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35007027,0,0,28163,43,7067164,345000,34,1951817,40566,0,0,0,0,0,0,0,0,0,9018981,385566,20,592995,0,0,0,0,0,0,0,16,365746,238204,958741,238204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,9977722,623770,0,30985290,30985290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22221
1273,6/30/2025 0:00:00,632,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3803458116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034745368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5798286,5798286,1028996019,0,-5798286,-5798286,0,0,0,0,0,75666540,0,33501165,33501165,0,0,0,0,0,0,0,4925452869,27702879,27702879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4925452869,0,0,5798286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48937,0,0,0,0,0,0,0,48937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48937,0,0,4193496159,4193496159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1470482
1282,6/30/2025 0:00:00,635,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,3595670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3917341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101946,101946,3815395,0,-101946,-101946,0,0,0,0,0,195724,0,63089,63089,0,0,0,0,0,0,0,10467397,-38857,-38857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10467397,0,0,101946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6431655,6431655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12302
1309,6/30/2025 0:00:00,647,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,66555859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17013502,0,0,0,0,0,0,0,3991683,0,0,0,0,0,0,0,0,809116,809116,69368097,0,-809116,-809116,0,0,0,0,0,8289056,0,1318556,1318556,0,0,0,0,0,0,0,161789004,509440,509440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161789004,0,0,809116,79,12879348,617670,168,14235738,402099,0,0,0,0,0,0,10,123044,25000,27238130,1044769,196,9354266,1688360,8,180455,0,0,0,0,275,12399177,2970129,21933898,4658489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736,49172028,5703258,14798152,142847959,142847959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15274750,0,0
1339,6/30/2025 0:00:00,664,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,10281030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8968789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67620,67620,16699127,0,-67620,-67620,0,0,0,0,0,1078849,0,254665,254665,0,0,0,0,0,0,0,29339626,187045,187045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29339626,0,0,67620,9,1541128,0,15,1364997,0,0,0,0,0,0,0,0,0,0,2906125,0,36,1671085,258000,0,0,0,0,0,0,77,3220747,41303,4891832,299303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,7797957,299303,0,25866625,25866625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470
