"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
18950,6/30/2025 0:00:00,9969,7/29/2025 10:57:17 PM,0,0,0,62893,0,47694,47694,0,0,0,0,14,9863,3,4000,0,0,0,0,0,0,0,0,34,1000,0,1118,0,0,0,0,0,0,0,0,0,1500,0,0,1117,0,0,0,0,-906,0,0,0,0,0,0,0,0,47694,7503,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,200,0,0,0,0,0,0,0,0,8402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18962,6/30/2025 0:00:00,9973,7/25/2025 10:05:26 PM,0,102726,0,17144042,0,14187920,14187920,0,118588,7177,0,866,10408774,189,2192883,246658,0,0,0,0,0,0,0,2146,3000,0,0,0,92994,0,0,0,0,0,0,0,1211,504,820,88369,17711,0,0,0,79514,0,0,0,0,0,0,0,0,10158083,193035,0,0,292054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129646,0,0,0,0,6594,0,0,0,0,4029834,4029834,0,0,2676979,0,0,218,0,0,0,0,0,0,0,0,0,178897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39053,25387,31912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18964,6/30/2025 0:00:00,9974,7/28/2025 10:21:09 PM,388708,126920,0,18681229,0,17204951,17204951,0,3515,0,0,737,8337121,151,2196570,7931,0,0,0,0,0,0,0,2150,40000,0,0,0,1185,0,0,0,0,0,0,0,1104,568,814,1953,1897,0,0,0,97677,0,0,0,0,0,0,0,0,9751875,0,0,0,378490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159506,0,0,0,0,25654,0,0,6555277,184917,136970,247009,465873,0,1352938,0,0,186,0,0,0,0,0,0,0,0,0,78144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21545,21179,23360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18965,6/30/2025 0:00:00,9975,7/18/2025 10:19:35 PM,9117710,1130564,0,215278556,0,170692373,175345373,0,392816,10150,0,5529,170725324,950,42670995,531955,0,0,0,0,0,0,0,12958,946980,0,0,307612,1544280,0,0,0,0,0,4,0,1139,659,639,127191,3756,0,0,0,0,0,0,0,0,0,0,0,0,61453074,0,0,0,2997131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1596744,0,0,0,0,2647001,13600000,4653000,40550237,4265261,48778423,52536521,11785559,0,24619639,0,0,2455,0,0,0,0,0,0,0,0,0,1364963,0,0,0,0,0,0,0,0,0,0,0,0,7251940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506700,48332,999584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19017,6/30/2025 0:00:00,10002,7/30/2025 10:17:16 PM,0,428,0,5491715,0,4850062,4850062,0,32150,13028,0,256,2254126,35,568228,45485,0,0,0,0,0,0,0,669,1500,0,-10000,0,47587,0,0,0,0,0,0,0,1074,461,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2767264,137142,0,0,46686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46978,0,0,0,0,10147,0,0,0,0,2075537,2082798,0,0,494364,0,0,91,0,0,0,0,0,0,0,0,0,40071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,12130,15825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19027,6/30/2025 0:00:00,10007,7/23/2025 10:30:19 PM,46436,23077,0,18034319,0,15969529,15969529,0,45119,0,0,629,10346917,96,1694376,45119,0,0,0,0,0,0,0,1624,4214,0,0,0,42099,0,0,0,0,0,0,0,916,470,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10580763,0,0,0,256481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153806,0,0,0,0,12101,0,0,3169526,0,1707602,2219241,0,0,1992890,0,0,181,0,0,0,0,0,0,0,0,0,51136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19842,-3641,82168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19045,6/30/2025 0:00:00,10017,7/10/2025 10:05:06 PM,1204,9421,0,6208781,0,5610341,5610341,0,0,0,0,280,3241829,65,653767,2147,0,0,0,0,0,0,0,900,22558,0,5006,0,5928,0,0,0,0,0,0,0,1159,435,633,505,708,0,0,0,0,0,0,0,0,0,0,0,0,4419345,156873,0,0,117836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55534,0,0,0,0,12078,0,0,792299,245697,0,153000,0,0,425375,0,0,35,0,0,0,0,0,0,0,0,0,818,0,0,0,0,0,0,0,0,0,0,0,0,32032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144,10924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19047,6/30/2025 0:00:00,10019,7/28/2025 10:08:21 PM,29318,40669,0,9601061,0,8373591,8721591,0,0,0,0,505,7934398,192,1987898,0,0,0,0,0,0,0,0,1237,69934,0,7355,0,15242,0,0,0,0,0,2,0,1459,419,663,5952,24,0,0,0,0,2944,0,0,0,0,0,0,0,5872303,0,0,0,267204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80541,0,0,0,0,52165,0,348000,1698322,268888,358099,531133,0,0,822763,0,0,313,0,0,0,0,0,0,0,0,0,131742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10831,0,23028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19085,6/30/2025 0:00:00,10040,8/2/2025 6:34:00 AM,5595332,267489,0,537787919,0,474386360,474386360,0,12245,0,35619,9168,360839263,664,24279236,423817,0,0,0,0,0,0,0,21172,217287,0,0,179,3895204,0,0,0,0,0,0,949,1000,575,575,43542,10122,0,0,0,1652344,5621595,0,0,0,0,0,0,0,204755334,0,0,0,6230370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4339283,0,0,0,0,1667261,0,0,82139890,21842281,155324602,158480240,0,0,60074242,0,0,1850,0,0,0,0,0,0,0,0,0,532443,0,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856292,329011,2558503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19116,6/30/2025 0:00:00,10057,7/30/2025 10:49:54 PM,8103761,1306309,0,483287411,0,419836872,419836872,0,1430882,534743,46035,16787,332195597,2654,38205097,2724546,0,0,0,0,0,0,0,35046,506000,0,0,225349,3393646,0,0,0,0,0,0,1264,1229,561,750,831384,71346,0,0,0,0,0,0,0,0,0,0,0,0,96377086,0,0,0,9639621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3916932,0,0,0,0,2617295,10000000,0,99193906,13165236,64978543,97739333,108924974,0,50828457,0,0,2293,0,0,0,0,0,0,0,0,0,2696307,0,1446547,0,0,0,0,0,0,0,0,0,0,93311224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957987,225596,8467671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19131,6/30/2025 0:00:00,10067,7/2/2025 10:02:57 PM,0,8,0,5870852,0,4057621,4057621,0,0,0,0,144,1004285,14,237478,0,0,0,0,0,0,0,0,651,2000,0,0,0,12392,0,0,0,0,0,0,0,899,450,600,20930,0,0,0,0,0,0,0,0,0,0,0,0,0,4057621,0,0,0,214706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44581,0,0,0,0,2250,0,0,0,0,0,0,0,0,1810981,0,0,3,0,0,0,0,0,0,0,0,0,9290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3318,9070,2371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19171,6/30/2025 0:00:00,10091,8/1/2025 10:03:17 PM,249542,67827,0,21826581,0,17254412,17254412,0,14595,0,0,685,12497926,155,3466559,66114,0,0,0,0,0,0,0,2463,4000,0,0,0,195153,0,0,0,0,0,0,0,901,331,314,0,0,0,0,0,120133,0,0,0,0,0,0,0,0,17254412,0,0,0,222600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170561,0,0,0,0,15089,0,0,0,0,0,0,0,0,4436947,0,0,336,0,0,0,0,0,0,0,0,0,253320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28217,10105,28069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19185,6/30/2025 0:00:00,10098,7/29/2025 10:50:12 PM,0,153411,0,103880281,0,88679251,88679251,0,183753,10716,14927,2677,43954509,436,6225935,325380,0,0,0,0,0,0,0,5558,10000,0,0,1165,449524,0,0,0,0,0,0,1200,1247,496,554,105906,14197,0,0,0,0,0,0,0,0,0,0,0,0,53143232,0,0,0,2177838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739132,0,0,0,0,3149757,0,0,9485567,799992,10763141,12048523,13177895,0,14112710,0,0,652,0,0,0,0,0,0,0,0,0,147664,0,20432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114303,108430,7508468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19203,6/30/2025 0:00:00,10108,7/7/2025 10:01:35 PM,176000,0,0,31459809,0,26998181,26998181,0,39198,11540,0,746,9454362,377,1995670,51604,0,0,0,0,0,0,0,2083,4500,0,0,152,55092,0,0,0,0,0,0,0,1240,490,590,0,1127,0,0,0,0,0,0,0,0,0,0,0,0,16176954,290837,0,0,434484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246840,0,0,0,0,196309,0,0,5133513,0,2308669,2391808,3295906,0,3974482,0,0,231,0,0,0,0,0,0,0,0,0,33785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28391,66633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19216,6/30/2025 0:00:00,10115,8/7/2025 10:07:32 PM,0,327026,0,42884134,0,40133440,40133440,0,58505,61959,10623,5876,24626546,3920,4205625,175965,0,0,0,0,0,0,0,5175,10000,0,0,14,85421,0,0,0,0,0,0,999,1124,589,744,52752,22529,0,0,0,0,1246356,0,0,0,0,0,0,0,24376171,0,0,0,1114418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381095,0,0,0,0,144196,0,0,8496172,438467,5199443,5298477,277797,0,2809879,0,0,2208,0,0,0,0,0,0,0,0,0,53269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69858,40279,2894084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19228,6/30/2025 0:00:00,10121,7/21/2025 10:16:10 PM,6132760,1020074,0,264751081,0,243660228,243660228,0,0,8197,509160,5912,113425087,837,21030519,588218,0,0,0,0,0,0,0,17122,370023,0,0,29,1319506,0,0,0,0,0,0,0,725,699,800,272458,166819,0,0,0,0,0,0,0,0,0,0,0,0,115862080,0,0,0,4018808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220857,0,0,0,0,1801819,0,0,51902811,820363,10871587,19014062,56060912,0,22029035,0,0,2250,0,0,0,0,0,0,0,0,0,1139631,0,0,0,0,0,0,0,0,0,0,0,0,2054838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394419,310889,11795448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19249,6/30/2025 0:00:00,10135,7/28/2025 10:34:02 PM,335801,8806,0,13848147,0,10528840,10528840,0,0,0,0,717,6828674,162,746141,267,0,0,0,0,0,0,0,1452,8098,0,0,0,6326,0,0,0,0,0,0,950,1000,400,400,182,372,0,0,0,147624,0,0,0,0,0,0,0,0,9392601,0,0,0,243279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107271,0,0,0,0,46406,0,0,1136239,0,0,0,0,0,3125277,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13755,18002,31722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19253,6/30/2025 0:00:00,10136,7/11/2025 10:01:12 PM,0,0,0,1064300,0,927279,927279,0,42700,3929,1301,66,446676,66,446676,47930,0,0,0,0,0,0,0,523,1023,0,0,0,304,0,0,0,0,0,0,0,0,0,1200,85781,9665,0,0,0,4098,0,0,0,0,0,0,0,0,927279,20503,0,0,38855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11975,0,0,0,0,7201,0,0,0,0,0,0,0,0,105219,0,0,66,0,0,0,0,0,0,0,0,0,44712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19263,6/30/2025 0:00:00,10142,7/30/2025 10:13:38 PM,36418078,6852959,0,3095811422,0,2519167408,2519167408,0,4715017,2725062,1417206,67828,2483358066,6913,391313687,14320278,0,0,0,0,0,0,0,172441,5298961,0,0,4255696,21154134,0,0,0,0,0,0,1450,1400,615,615,2156952,532469,0,0,0,9620044,0,0,0,0,0,0,0,0,654019182,0,0,0,45722381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22712292,0,0,0,0,45443917,164966434,0,475193393,82231575,487844370,522571069,760623983,0,276931448,0,0,11285,0,0,0,0,0,0,0,0,0,3316664,0,172024,0,0,0,0,0,0,0,0,0,0,276778855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6835888,907127,26789195,0,0,0,0,0,9492540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19269,6/30/2025 0:00:00,10148,7/23/2025 10:05:46 PM,2753213,537559,0,383356021,0,361136671,361136671,0,417307,329172,2402912,8289,266081114,693,35992056,3684837,0,0,0,0,0,0,0,14373,1000000,0,0,0,4074446,0,0,0,0,0,0,899,999,599,574,107527,18152,0,0,0,0,0,0,0,0,0,0,0,0,50307285,0,0,0,4605595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3074331,0,0,0,0,2063962,0,0,41000804,16461916,163622543,169156785,82980873,0,32401740,0,0,2274,0,0,0,0,0,0,0,0,0,2090021,0,48051,0,0,0,0,0,0,0,0,0,0,19639028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118114,173125,5448689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19285,6/30/2025 0:00:00,10160,7/27/2025 10:01:36 PM,0,511,0,1094890,0,977252,977252,0,0,0,0,65,519296,26,128460,1065,0,0,0,0,0,0,0,204,500,0,4537,0,2306,0,0,0,0,0,0,0,1039,471,559,4287,1020,0,0,0,0,0,0,0,0,0,0,0,0,977252,0,0,0,12569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9800,0,0,0,0,1474,0,0,0,0,0,0,0,0,116164,0,0,21,0,0,0,0,0,0,0,0,0,5310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
