"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
24150,6/30/2025 0:00:00,14278,0,0,692019,3324,1,0,387797,0,0,0,0,0,0,0,0,0,0,0,0,940647,4022764,6670082,7923641,566569,20123703,0,0,0,0,0,0,0,-1708240,0,102859,0,0,0,102859,0,0,0,0,0,117373120,0,0,0,0,0,0,0,0,01/01/2023,49964,131764653,0,0,0,0,0,0,0,0,0,0,0,119648,0,0,0,0,0,108,4273086,0,0,0
24165,6/30/2025 0:00:00,14293,0,76332184,5758735,4239498,1,0,15209092,0,0,0,0,0,0,0,0,0,0,0,0,3046899,2909550,1135358,1205185,0,8296991,73,0,0,0,0,73,0,-579722,0,3647604,0,0,22446,3670050,0,0,0,0,240865,1374103499,0,0,0,0,0,0,0,0,01/01/2023,1872064,1549723037,0,0,0,0,0,0,0,0,0,0,0,5473744,0,0,0,0,0,0,0,0,0,0
24167,6/30/2025 0:00:00,14295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753745,0,0,0,0,0,0,0,0,,0,3164378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24171,6/30/2025 0:00:00,14299,0,0,1034428,0,1,0,845529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1487191,1736970,3312637,0,0,6536799,0,0,0,461370,0,0,0,461370,0,0,0,0,0,79739670,0,0,0,0,0,0,0,0,01/01/2023,254985,89505212,0,0,0,0,0,0,0,0,0,0,0,235691,0,0,0,0,0,0,0,0,0,0
24181,6/30/2025 0:00:00,14308,0,7433907,2548527,0,1,0,3110907,0,0,0,0,0,0,0,0,0,0,0,0,8052513,11268304,12793666,30000654,31366832,93481969,0,0,0,0,0,0,0,-14913434,0,1044697,0,0,0,1044697,0,0,0,0,0,442308968,0,0,0,0,0,0,0,0,01/01/2023,1082800,474330269,0,0,0,0,0,0,0,0,0,0,0,1773209,0,125,0,0,0,0,0,0,0,0
24187,6/30/2025 0:00:00,14314,0,0,883709,0,1,0,866981,0,0,0,0,0,0,0,0,0,0,0,0,3667670,7396169,7261890,5236374,0,23562103,0,0,0,0,0,0,0,-1916752,0,439809,6000,0,0,445809,0,0,0,0,0,152373324,5,78820,68179,0,0,0,4,7878,04/01/2023,23774,162281739,0,0,0,0,0,0,0,0,0,0,0,391066,0,0,0,0,0,0,0,0,0,6000
24189,6/30/2025 0:00:00,14316,0,32627,185029,0,1,0,6951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4121,0,0,0,4121,0,0,0,0,0,10693554,0,0,0,0,0,0,0,0,03/01/2023,0,11892942,0,0,0,0,0,0,0,0,0,0,0,17593,0,0,0,0,0,0,0,0,0,0
24192,6/30/2025 0:00:00,14319,0,0,23358,0,1,0,28020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,300000,0,0,0,500000,0,0,0,1177,0,0,0,1177,0,0,0,0,0,23705228,0,0,0,0,0,0,0,0,04/01/2023,0,25753750,0,0,0,0,0,0,0,0,0,0,0,7892,0,0,0,0,0,0,0,0,0,0
24197,6/30/2025 0:00:00,14324,0,0,2592313,401087,1,0,124494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11479546,6506152,0,0,0,17985698,0,0,0,57178,0,0,0,57178,0,0,0,0,0,165408295,0,0,0,0,0,0,0,0,01/01/2023,0,183796044,0,0,0,0,0,0,0,0,0,0,0,697016,0,0,0,0,0,0,0,0,0,0
24199,6/30/2025 0:00:00,14326,0,104768,2071564,0,1,0,525596,0,0,361343,339429,0,700772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383221,0,0,0,383221,0,0,0,0,0,133828554,0,0,0,0,0,0,0,0,01/01/2023,0,145264473,0,0,0,0,0,0,0,0,0,0,0,39315,0,-35156,1315,0,0,0,0,0,0,0
24200,6/30/2025 0:00:00,14327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034989,0,0,0,0,0,0,0,0,,0,1275167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24202,6/30/2025 0:00:00,14329,0,0,1147726,0,1,0,168371,0,0,0,0,0,0,0,0,0,0,0,0,46055677,70675567,85452745,78509210,16284725,296977928,0,0,0,0,0,0,0,-28817502,0,13000,0,0,0,13000,0,0,0,0,0,415644792,0,0,0,0,0,0,0,0,07/01/2023,20373,484971331,0,0,0,0,0,0,0,0,0,0,0,604906,0,0,60508,0,0,0,0,0,0,0
24204,6/30/2025 0:00:00,14331,0,0,777809,255339,1,0,269291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3879690,5870809,1206445,0,0,10956944,0,0,0,64811,0,0,0,64811,0,0,0,0,0,51558337,0,0,0,0,0,0,0,0,04/01/2023,145920,57003428,0,0,0,0,0,0,0,0,0,0,0,79368,0,0,0,0,0,0,0,0,0,0
24212,6/30/2025 0:00:00,14339,0,5040541863,130725125,85793566,1,34290,190445006,0,0,0,2751900,80196385,82948285,0,0,0,0,0,0,579912643,1012111180,314558062,38173395,24979079,1969734359,676378119,1311404034,2234622573,350693066,11042001,4584139793,0,-22121856,0,132500000,-23000,-71000,2047,132408047,0,0,0,0,53701,30838915100,0,0,0,0,0,0,0,0,01/01/2023,36959307,34099686339,0,0,0,0,0,0,0,0,0,0,0,76052064,0,3730217,105274,0,0,0,0,0,0,86000
24219,6/30/2025 0:00:00,14346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710456,0,0,0,0,0,0,0,0,,0,1128013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24220,6/30/2025 0:00:00,14347,0,0,0,0,1,0,227982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,0,0,60000,0,0,0,0,0,21679883,0,0,0,0,0,0,0,0,03/01/2023,0,30242423,0,0,0,0,0,0,0,0,0,0,0,137827,0,0,0,0,0,0,0,0,0,0
24221,6/30/2025 0:00:00,14348,0,0,225174,220419,1,0,119560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,0,0,0,12000,0,0,0,0,0,19514956,0,0,0,0,0,0,0,0,01/01/2023,52691,22697498,0,0,0,0,0,0,0,0,0,0,0,72809,0,0,0,0,0,0,0,0,0,0
24223,6/30/2025 0:00:00,14350,0,80431069,2824633,0,1,0,9326329,0,0,5260371,0,0,5260371,0,0,0,0,0,0,3981604,947261,4176070,0,0,9104935,0,0,0,0,0,0,0,-148436,0,5094774,0,0,8130,5102904,0,0,0,0,39948,1172629768,0,0,0,0,0,0,0,0,04/01/2023,1080588,1282291053,0,0,0,0,0,0,0,0,0,0,0,3123599,0,10371,0,0,0,0,0,0,0,0
24224,6/30/2025 0:00:00,14351,0,194025040,4734464,5507895,1,19630,25008737,0,0,0,0,0,0,0,0,0,0,0,0,0,9563000,0,0,0,9563000,0,0,0,5000000,0,5000000,0,-386871,0,5160030,0,19630,0,5179660,0,0,0,0,349354,2979708052,2,34382,34382,0,0,0,0,0,07/01/2023,6893226,3338488414,0,0,0,0,0,0,0,0,0,0,0,4740138,0,0,0,0,0,88,89516933,0,0,0
24226,6/30/2025 0:00:00,14353,0,0,126206,0,1,0,23784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8575391,0,0,0,0,0,0,0,0,03/01/2023,0,10024695,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
24232,6/30/2025 0:00:00,14359,0,9436989,2233839,0,1,0,857607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10398000,6201000,0,0,0,16599000,0,0,0,0,0,0,0,0,0,0,0,0,0,77963697,2,50638,25319,0,0,0,0,0,01/01/2023,725391,89035620,0,0,0,0,0,0,0,0,0,0,0,23977,0,0,0,0,0,0,0,0,0,0
24234,6/30/2025 0:00:00,14361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100078,0,49533,0,149611,0,0,0,0,0,0,0,0,0,0,0,0,0,4882273,0,0,0,0,0,0,0,0,,0,5278482,0,0,0,0,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,0,0,0
24235,6/30/2025 0:00:00,14362,0,96860599,7818812,4404835,1,0,10222054,3866646,0,0,0,5425008,9291654,0,0,0,0,30535,30535,123326473,190890802,111521052,98197362,20779446,544715135,0,0,0,0,0,0,0,-21566492,0,2049388,0,0,61945,2111333,0,0,0,0,61945,1360095548,0,0,0,0,0,0,0,0,07/01/2023,1598638,1575922279,0,0,0,0,0,0,0,0,0,0,0,3781234,0,185017,-21782,0,0,0,0,0,0,0
24236,6/30/2025 0:00:00,14363,0,0,416288,0,1,0,467794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79654,0,0,0,79654,0,0,0,0,0,25968377,0,0,0,0,0,0,0,0,01/01/2023,144428,30546173,0,0,0,0,0,0,0,0,0,0,0,56418,0,0,0,0,0,0,0,0,0,0
24238,6/30/2025 0:00:00,14365,0,-2237,203984,0,1,0,32495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39206488,0,0,0,0,0,0,0,0,Fiscal Year 2019,0,47889801,0,0,0,0,0,0,0,0,0,0,0,21831,0,0,0,0,0,0,0,0,0,0
24239,6/30/2025 0:00:00,14366,0,2706068,1205846,0,1,0,307132,0,0,0,0,0,0,0,0,0,0,0,0,12905028,8342861,22450667,2628525,0,46327081,4545000,7039000,2999000,0,0,14583000,0,-3860804,0,12833,0,0,0,12833,0,0,0,0,0,215993746,0,0,0,0,0,0,0,0,01/01/2023,0,243127655,0,0,0,0,0,0,0,0,0,0,0,221158,0,0,0,0,0,0,0,0,0,0
24246,6/30/2025 0:00:00,14373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194019,0,0,0,0,0,0,0,0,,0,230208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24250,6/30/2025 0:00:00,14377,0,38479891,3862782,0,1,0,6323120,0,0,0,0,0,0,0,0,0,0,0,0,3989448,3470403,398683,11529534,48111912,67499980,0,0,0,0,0,0,0,-18848560,0,499998,0,0,0,499998,0,0,0,0,0,496626176,0,0,0,0,0,0,0,0,01/01/2023,2906627,528000531,0,0,0,0,0,0,0,0,0,0,0,1033635,0,0,0,0,0,933,4813592,0,0,0
24254,6/30/2025 0:00:00,14381,0,165418970,2636282,0,1,0,2834500,0,0,0,0,0,0,0,0,0,0,0,0,15484,461785,2844850,2629369,0,5951489,25311927,83604,0,0,0,25395531,0,-392887,0,244206,0,0,0,244206,0,0,0,0,6655,551219387,0,0,0,0,0,0,0,0,03/01/2023,175314,686327858,0,0,0,0,0,0,0,0,0,0,0,57279,0,0,0,0,0,0,0,0,0,0
24257,6/30/2025 0:00:00,14384,0,0,327606,0,1,0,9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5902,0,0,0,-5902,0,0,0,0,0,12160730,0,0,0,0,0,0,0,0,01/01/2023,6000,14510891,0,0,0,0,0,0,0,0,0,0,0,68658,0,0,0,0,0,0,0,0,0,0
24262,6/30/2025 0:00:00,14389,0,0,0,0,1,0,18770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804145,0,0,0,0,0,0,0,0,04/01/2024,19153,937110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24266,6/30/2025 0:00:00,14393,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126121,0,0,0,0,0,0,0,0,,0,161802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24270,6/30/2025 0:00:00,14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418324,0,0,0,0,0,0,0,0,,0,502278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24274,6/30/2025 0:00:00,14401,0,0,210346,0,1,0,64233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499000,500000,0,0,0,999000,0,0,0,0,0,0,0,0,0,0,0,0,0,11204846,0,0,0,0,0,0,0,0,04/01/2023,0,12665013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24279,6/30/2025 0:00:00,14406,0,19446450,7345227,340087,1,0,2544165,0,0,0,0,0,0,0,0,0,0,0,0,32098113,38055199,16476048,49771896,52329769,188731025,4481,0,0,0,0,4481,0,-31615964,0,696542,0,0,0,696542,0,0,0,0,0,672968297,1,4758,4758,0,0,0,1,4758,01/01/2023,130702,710114658,0,0,0,0,0,0,0,0,0,0,0,1435055,0,0,0,0,0,0,0,0,0,0
24281,6/30/2025 0:00:00,14408,0,310859,306886,86890,1,0,93805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,4000,0,0,0,0,0,7918612,0,0,0,0,0,0,0,0,06/01/2024,119415,8715162,0,0,0,0,0,0,0,0,0,0,0,3380,0,0,0,0,0,0,0,0,0,0
24284,6/30/2025 0:00:00,14411,0,0,9552,0,1,0,13280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10051,0,0,0,10051,0,0,0,0,0,2096744,0,0,0,0,0,0,0,0,05/01/2023,3081,2523571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24286,6/30/2025 0:00:00,14413,0,33866383,324196,0,1,0,905652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004340,0,1004340,0,0,0,0,0,4340,0,121954,0,0,2597,124551,0,0,0,0,3990,261039208,0,0,0,0,0,0,0,0,01/01/2023,0,319755030,0,0,0,0,0,0,0,0,0,0,0,278320,0,0,0,0,0,0,0,0,0,0
24290,6/30/2025 0:00:00,14417,0,0,18996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243975,534006,889,216318,365618,1360805,0,0,0,0,0,0,0,-68676,0,0,0,0,0,0,0,0,0,0,0,4227440,0,0,0,0,0,0,0,0,,0,4991364,0,0,0,0,0,0,0,0,0,0,0,9361,0,0,0,0,0,0,0,0,0,0
24292,6/30/2025 0:00:00,14419,0,169401111,7855917,1459666,1,0,14246245,0,0,0,0,0,0,0,0,0,0,0,0,181751585,95704310,107381251,118342208,1826818,505006172,0,0,0,5000000,0,5000000,0,-36859925,0,2797720,0,0,-98450,2699270,0,0,0,0,247884,1487363876,0,0,0,0,0,0,0,0,01/01/2023,7713583,1597783744,0,0,0,0,0,0,0,0,0,0,0,2880780,0,0,299165,0,0,0,0,0,0,0
24299,6/30/2025 0:00:00,14425,0,51859064,5645818,0,1,0,4418980,498807,0,0,0,2505012,3003819,0,0,0,0,0,0,152253526,50020658,24612485,75156723,12229795,314273185,0,0,0,0,0,0,0,-21068391,0,1975000,0,0,0,1975000,0,0,0,0,0,892425798,0,0,0,0,0,0,0,0,01/01/2023,739057,968980026,0,0,0,0,0,0,0,0,0,0,0,2166716,0,0,128860,0,0,0,0,0,0,0
24304,6/30/2025 0:00:00,14430,0,5886692,7590683,369079,1,0,1149322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2264914,12904682,3611842,25644581,2750000,47176018,0,0,0,492320,0,0,0,492320,0,0,0,0,0,209568920,0,0,0,0,0,0,0,0,01/01/2023,0,253516758,0,0,0,0,0,0,0,0,0,0,0,1267751,0,0,0,0,0,0,0,0,0,0
24312,6/30/2025 0:00:00,14438,0,460800,3977126,5061131,1,0,7467090,0,0,0,0,9347220,9347220,0,0,0,0,0,0,54829097,7528605,8333351,12703468,1511240,84905762,0,0,0,0,0,0,0,-3155315,0,2439249,0,0,0,2439249,0,0,0,0,0,959177728,4,59711,31256,0,0,0,2,1480,01/01/2023,241687,1057210082,0,0,0,0,0,0,0,0,0,0,0,3206928,0,270153,27691,0,0,0,0,0,0,0
24313,6/30/2025 0:00:00,14439,0,0,1843418,0,1,0,3548213,0,0,0,0,0,0,0,0,0,0,0,0,20046190,30342586,28517335,21468733,915041,101289885,2456210,2232000,0,0,0,4688210,0,-2293441,0,1348608,0,0,0,1348608,0,0,0,0,0,473876658,0,0,0,0,0,0,0,0,01/01/2023,230000,519604894,0,0,0,0,0,0,0,0,0,0,0,1927985,0,0,305,0,0,0,0,0,0,0
24324,6/30/2025 0:00:00,14450,0,0,90842,0,1,0,109781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19833,0,0,0,19833,0,0,0,0,0,9373975,0,0,0,0,0,0,0,0,02/01/2023,102694,10956941,0,0,0,0,0,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,0,0
24326,6/30/2025 0:00:00,14451,0,27577047,6614172,0,1,0,62432988,31183632,0,0,0,0,31183632,0,0,0,0,0,0,583412144,0,0,0,0,583412143,0,0,0,0,0,0,0,1509867,0,3513947,0,0,0,3513947,0,0,0,0,0,4380475619,0,0,0,0,0,0,0,0,01/01/2023,44338927,5017554589,0,0,0,0,0,0,0,0,0,0,0,2909938,0,0,0,0,0,0,0,0,0,0
24327,6/30/2025 0:00:00,14452,0,25655215,5531412,0,1,0,903154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570521,0,0,0,0,570521,0,0,0,480000,0,0,0,480000,0,0,0,0,0,283715621,0,0,0,0,0,0,0,0,10/01/2023,0,323600498,0,0,0,0,0,0,0,0,0,0,0,1470122,0,0,0,0,0,0,0,0,0,0
24358,6/30/2025 0:00:00,14482,0,14674027,818379,499226,1,0,1634651,0,0,0,0,0,0,0,0,0,0,0,0,4190608,11305106,2693280,2619660,0,20808654,0,0,0,0,0,0,0,-1164152,0,165665,0,0,0,165665,0,0,0,0,0,227476881,0,0,0,0,0,0,0,0,04/01/2023,842242,257495481,0,0,0,0,0,0,0,0,0,0,0,843046,0,0,0,0,0,0,0,0,0,0
24362,6/30/2025 0:00:00,14486,0,507748854,24583194,0,1,0,45498651,0,0,0,0,0,0,0,0,0,0,0,0,1366768,0,0,0,0,1366768,0,0,0,0,0,0,0,-25064,0,14207121,0,0,722508,14929629,0,0,0,0,2333445,4112011786,7,151867,148267,0,0,0,0,0,01/01/2023,21423709,4500003356,0,0,0,0,0,0,0,0,0,0,0,19184560,0,0,0,0,0,0,0,0,0,0
24373,6/30/2025 0:00:00,20416,0,0,2511,0,1,0,233435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,10000,0,0,0,0,0,13747876,0,0,0,0,0,0,0,0,10/01/2023,22458,16343635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24381,6/30/2025 0:00:00,19155,0,0,1198466,0,1,0,64049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,2250000,1250000,0,0,3750000,0,0,0,0,0,0,0,0,0,0,0,0,0,67357653,0,0,0,0,0,0,0,0,01/01/2023,0,74112384,0,0,0,0,0,0,0,0,0,0,0,162127,0,0,0,0,0,0,0,0,0,0
24382,6/30/2025 0:00:00,14993,0,126205780,21757839,31778679,1,0,40976639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12918739,0,0,283481,13202220,0,0,0,0,1288349,4058806686,2,59769,59769,26296,183243394,178820526,2,59769,01/01/2023,25697863,4389934089,0,0,0,0,0,0,0,0,0,0,0,5312129,0,0,0,0,0,0,0,0,0,0
24384,6/30/2025 0:00:00,23829,0,19146780,7271587,9354185,1,0,1283892,0,0,0,0,0,0,0,0,0,0,0,0,63933578,10239578,5979089,10723918,0,90876162,0,0,0,0,0,0,0,-1464010,0,225000,0,0,0,225000,0,0,0,0,0,410113736,0,0,0,0,0,0,0,0,06/01/2023,0,448560567,0,0,0,0,0,0,0,0,0,0,0,29397,0,0,0,0,0,1,1000000,0,0,0
24385,6/30/2025 0:00:00,14586,0,17682,449911,0,1,0,328443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133241,0,0,0,133241,0,0,0,0,0,38501003,0,0,0,0,0,0,0,0,01/01/2023,98966,44149638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24387,6/30/2025 0:00:00,18159,0,0,168368,0,1,0,75755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972000,5687000,2692000,1237000,196000,11784000,0,0,0,0,0,0,0,0,0,0,0,0,0,16845328,0,0,0,0,0,0,0,0,03/01/2023,0,18377016,0,0,0,0,0,0,0,0,0,0,0,5327,0,0,0,0,0,0,0,0,0,0
24390,6/30/2025 0:00:00,17946,0,20000,546496,0,1,0,200203,0,0,0,0,0,0,0,0,0,0,0,0,0,1467779,1769888,0,0,3237667,0,0,0,0,0,0,0,-174987,0,254709,0,0,0,254709,0,0,0,0,0,48529322,0,0,0,0,0,0,0,0,01/01/2023,12184,52816889,0,0,0,0,0,0,0,0,0,0,0,102108,0,0,0,0,0,0,0,0,0,0
24396,6/30/2025 0:00:00,20397,0,0,159565,0,1,0,44160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26806886,0,0,0,0,0,0,0,0,03/01/2023,0,30735961,0,0,0,0,0,0,0,0,0,0,0,4495,0,0,0,0,0,0,0,0,0,0
24402,6/30/2025 0:00:00,19743,0,0,886515,313897,1,0,682911,0,0,0,0,0,0,0,0,0,0,0,0,1014839,487295,0,0,0,1502134,0,0,0,0,0,0,0,-8661,0,646800,0,0,0,646800,0,0,0,0,0,97675096,0,0,0,0,0,0,0,0,01/01/2023,0,108670300,0,0,0,0,0,0,0,0,0,0,0,380779,0,0,0,0,0,0,0,0,0,0
24404,6/30/2025 0:00:00,19930,0,109087,1973463,0,1,0,841725,0,0,0,0,0,0,0,0,0,0,0,0,4610727,1519416,1363399,9239139,0,16732682,0,0,0,0,0,0,0,-2373984,0,210164,0,0,0,210164,0,0,0,0,0,108477186,0,0,0,0,0,0,0,0,01/01/2023,350404,126118373,0,0,0,0,0,0,0,0,0,0,0,461054,0,0,0,0,0,0,0,0,0,0
24405,6/30/2025 0:00:00,18829,0,19579190,3708408,4839696,1,0,3613677,0,0,0,0,0,0,0,0,0,0,0,0,59122821,20761507,21259558,15639613,1335684,118119183,0,0,0,0,0,0,0,-8097128,0,1091538,0,0,0,1091538,0,0,0,0,0,917224595,3,72543,36978,0,0,0,1,1414,04/01/2023,226381,1011430347,0,0,0,0,0,0,0,0,0,0,0,4094167,0,0,0,0,0,0,0,0,0,0
24410,6/30/2025 0:00:00,15138,0,175206255,32760357,6662650,1,0,20868353,0,0,0,0,0,0,0,0,0,0,0,0,192670200,95423610,19980050,9966400,0,318040260,0,0,0,0,0,0,0,-2217964,0,8548948,0,0,-179763,8369185,0,0,0,0,118677,1716952809,0,0,0,0,0,0,0,0,04/01/2023,5288707,1976647245,0,0,0,0,0,0,0,0,0,0,0,11397829,0,0,0,0,0,0,0,0,0,0
24414,6/30/2025 0:00:00,15240,0,12141794,889410,533874,1,0,1291460,0,0,0,0,0,0,0,0,0,0,0,0,12884269,18939959,20809719,19493656,0,72127603,0,0,0,0,0,0,0,-4366776,0,75574,0,0,0,75574,0,0,0,0,0,211408988,0,0,0,0,0,0,0,0,01/01/2023,-4283,231893047,0,0,0,0,0,0,0,0,0,0,0,548193,0,0,0,0,0,0,0,0,0,0
24421,6/30/2025 0:00:00,14633,0,50380790,2812492,0,1,0,1447782,0,0,0,0,0,0,0,0,0,0,0,0,21792830,30475551,33797047,31978891,1803514,119847834,0,0,0,0,0,0,0,-5549722,0,1085513,0,0,0,1085513,0,0,0,0,0,570283154,0,0,0,0,0,0,0,0,01/01/2023,157501,650356643,0,0,0,0,0,0,0,0,0,0,0,1626122,0,0,-183913,0,0,0,0,0,0,0
24422,6/30/2025 0:00:00,15042,0,0,326832,0,1,0,109389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8842,0,0,0,8842,0,0,0,0,0,26879673,0,0,0,0,0,0,0,0,01/01/2023,32630,33726774,0,0,0,0,0,0,0,0,0,0,0,481787,0,0,0,0,0,0,0,0,0,0
24428,6/30/2025 0:00:00,15031,0,0,259020,0,1,0,145835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15328,0,0,0,15328,0,0,0,0,0,15167527,0,0,0,0,0,0,0,0,01/01/2023,129798,18023716,0,0,0,0,0,0,0,0,0,0,0,16743,0,0,0,0,0,0,0,0,0,0
