"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
68127,6/30/2025 0:00:00,23911,0,0,0,0,9312364,0,0,13190160,0,9312364,0,0,0,0,0,3,0,0,0,0,62024,0,0,0,0,0,0,0,0,292119,0,72052,0,0,0,0,0,0,0,0,0,0,0,6052,0,0,0,0,0,0,0,0,104005,1101,1152,8485,773,1618,7738,0,0,0,0,2500,4092,4946513,0,0,1650338,0,0,0,0,0,672482,0,0,0,0,537,0,0,1557,0,0,2094,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,364171,0,7441,105836,0,124728,0,51647,104037,0,0,0,0,0,0,0,0,704975,0,0,0,0,0,0,0,0,0,0,3762946,2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68135,6/30/2025 0:00:00,23976,0,0,0,0,2175283,14511,0,2330284,0,2175283,14511,0,0,0,0,3,0,0,0,0,62024,0,0,0,0,0,0,0,0,36794,0,20243,0,0,0,0,0,0,0,0,0,0,0,5411,0,0,0,0,0,0,0,0,8887,0,15384,37675,0,3149,36271,0,2747,0,0,1250,-27,416585,0,0,67625,0,0,0,0,0,280351,0,0,0,31000,30,162,0,1032,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,57037,0,36411,18008,0,-45069,0,23757,0,0,0,0,0,0,0,0,35659,867504,0,0,0,0,0,0,0,0,0,0,147725,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68137,6/30/2025 0:00:00,24276,0,0,0,0,234350581,15685252,1035226,359002425,0,234350581,15685252,1035226,0,0,0,53,0,0,0,0,122024,0,0,0,0,0,0,0,0,7647235,0,751196,0,0,0,0,0,0,0,0,0,0,0,669330,0,0,0,0,0,0,0,0,2920169,59696,491050,1029003,225000,284243,188825,0,0,0,0,19000,6094,10783080,0,0,18748287,0,0,0,0,0,15936250,0,0,0,0,1693,8244,470,20734,0,528,31669,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,0,0,0,0,0,8398431,0,1113683,3382263,0,786771,0,262481,0,0,0,0,0,0,0,0,2784760,11904739,0,0,0,0,0,0,0,0,-104285,0,39665838,1105,0,2292255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57023000,10000000,0,67023000,116883336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68138,6/30/2025 0:00:00,23981,0,0,0,0,49718340,4338722,236213,60800452,0,49718340,4338722,236213,0,0,0,6,0,0,0,0,122024,0,0,0,0,0,0,0,0,1124197,0,224415,0,0,0,0,0,0,0,0,0,0,0,374670,0,0,0,0,0,0,0,0,745572,1517,63009,105333,40247,47516,298643,0,18277,0,0,28486,9648,6508649,199168,0,1875282,0,0,0,0,713411,1179812,0,0,0,0,324,2845,56,4236,391,1,7853,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,1348612,0,379463,205611,0,164216,0,283788,15,0,0,0,0,0,0,0,849488,6610337,0,0,0,0,0,0,0,0,0,0,6799355,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68144,6/30/2025 0:00:00,23921,0,0,0,0,3059983,0,0,4605424,0,3059983,0,0,0,0,0,4,0,0,0,0,92024,0,0,0,0,0,0,0,0,101007,0,34515,0,0,0,0,0,0,0,0,0,0,0,5279,0,0,0,0,0,0,0,0,43700,759,8287,6891,350,2808,1994,0,4225,0,0,3533,1251,1679930,50888,0,557975,0,0,0,0,0,12310,0,0,0,138,99,0,0,427,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,135522,0,5417,52040,0,-26087,19570,0,0,0,0,0,0,0,0,0,400,587161,0,0,0,0,0,0,0,0,0,0,1539636,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68148,6/30/2025 0:00:00,23897,0,0,0,0,63324658,3002450,1457509,77032018,0,63324658,3002450,1457509,0,0,0,33,0,0,0,0,122024,0,0,0,0,0,0,0,0,2031670,0,277075,0,0,0,0,0,0,0,0,0,0,0,287843,0,0,0,0,0,0,0,0,983346,59041,107358,681069,27331,44684,72292,0,0,0,0,10200,27756,33850353,0,0,6221505,0,0,0,0,2244585,2508724,0,0,0,51126,384,2473,128,10162,582,167,13896,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,0,2308745,0,600344,578739,0,88423,0,359657,0,0,0,0,0,0,0,0,579233,4561734,0,0,0,0,0,0,0,0,0,0,8785040,1137,0,0,0,328521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,24666032,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68150,6/30/2025 0:00:00,1091,0,0,0,0,163831484,8338548,3237171,194580585,0,163831484,8338548,3237171,0,0,0,22,0,0,0,0,122024,0,0,0,0,0,0,0,0,3742297,0,865327,0,0,0,0,0,0,0,0,0,0,0,419429,0,0,0,0,0,0,0,0,1952845,51925,221328,662209,79682,361061,670275,0,0,0,0,9905,83996,34606624,0,0,7160124,0,0,0,0,5313133,1633615,0,0,0,84112,1287,8947,672,19427,0,1553,31886,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,0,0,0,0,0,0,4607624,0,1218029,1160528,0,390633,0,1279304,181754,0,0,0,0,0,0,0,3192959,21308370,0,0,0,0,0,0,0,0,-268522,0,17418498,895,0,17727160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1858,34444162,0,0,0,0,0,0,0,0,0,8000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68153,6/30/2025 0:00:00,24046,0,0,0,0,769563,0,0,991675,0,769563,0,0,0,0,0,0,0,0,0,0,32025,0,0,0,0,0,0,0,0,15882,0,8570,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,5532,0,0,2823,0,664,1555,0,0,0,0,2660,755,413156,0,0,149481,0,0,0,0,0,39089,0,0,0,0,0,0,0,252,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24452,0,290,6427,0,4076,0,6804,4005,0,0,0,0,0,0,0,0,169501,0,0,0,0,0,0,0,0,0,0,215138,2169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68161,6/30/2025 0:00:00,23846,0,0,0,0,923053,0,0,1547355,0,1023053,0,0,0,0,0,8,0,0,0,0,62024,0,0,0,0,0,0,0,0,37501,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,15127,387,0,2849,500,0,939,0,0,0,0,3120,1268,693673,0,0,305088,0,0,0,0,0,161295,0,0,0,0,0,0,0,217,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,37501,0,382,9521,0,4172,0,0,0,0,0,0,0,0,0,0,0,302074,0,0,0,0,0,0,0,0,0,0,502906,3250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68165,6/30/2025 0:00:00,24062,0,0,0,0,598196,0,0,692064,0,598196,0,0,0,0,0,2,0,0,0,0,72024,0,0,0,0,0,0,0,0,5102,0,8964,0,0,0,0,0,0,0,0,0,0,0,850,0,0,0,0,0,0,0,0,0,0,0,4851,0,0,1508,0,0,0,0,250,1485,76071,0,0,0,0,0,0,0,0,24275,0,0,0,0,0,0,0,964,0,0,964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14066,0,850,2039,0,4333,0,0,0,0,0,0,0,0,0,0,0,113746,0,0,0,0,0,0,0,0,0,0,90698,1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68167,6/30/2025 0:00:00,23879,0,0,0,0,36648402,0,0,42097162,0,37948402,0,0,0,0,0,50,0,0,0,0,122024,0,0,0,0,0,0,0,0,687655,0,284318,0,0,0,0,0,0,0,0,0,0,0,120533,0,0,0,0,0,0,0,0,333269,4176,39972,334447,25524,24573,8266,0,10286,0,0,30450,42172,2186937,66472,0,403924,0,0,0,0,219444,681255,0,0,-12,0,57,2232,73,4538,77,0,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,971973,0,130468,106113,0,123593,0,227372,5744,0,0,0,0,0,0,0,455774,1542105,0,0,0,0,0,0,0,0,0,0,3896974,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68171,6/30/2025 0:00:00,23968,0,0,0,0,13552584,176028,0,15491019,0,13552584,176028,0,0,0,0,14,0,0,0,0,122024,0,0,0,0,0,0,0,0,338947,0,64129,0,0,0,0,0,0,0,0,0,0,0,94057,0,0,0,0,0,0,0,0,160961,2605,32014,91502,4414,18569,71175,0,4930,0,0,5020,0,5023668,0,0,1294485,0,0,0,0,966776,681144,0,0,0,13753,72,1022,32,2658,213,164,4161,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,403076,0,107810,50344,0,55402,0,110559,41701,0,0,0,0,0,0,0,422501,1378470,0,0,0,0,0,0,0,0,0,0,1587836,1024,0,0,0,18140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68172,6/30/2025 0:00:00,23852,0,0,0,0,31916764,935762,160822,36186626,0,31916764,935762,160822,0,0,0,10,0,0,0,0,122024,0,0,0,0,0,0,0,0,624820,0,212145,0,0,0,0,0,0,0,0,0,0,0,16309,0,0,0,0,0,0,0,0,407266,5528,31809,83256,38092,45591,199982,0,0,0,0,5400,5691,3363502,0,0,1520563,0,0,0,0,656986,1080913,0,0,0,0,400,1131,14,2271,0,232,4048,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,836965,0,78417,211567,0,-165800,0,297897,0,0,0,0,0,0,0,0,234370,2228423,0,0,0,0,0,0,0,0,0,0,3175264,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68173,6/30/2025 0:00:00,23901,0,0,0,0,19033513,1234203,0,24529614,0,19286343,1234203,0,0,0,0,8,0,0,0,0,32025,0,0,0,0,0,0,0,0,420901,0,176303,0,0,0,0,0,0,0,0,0,0,0,149797,0,0,0,0,0,0,0,0,325279,11419,15580,212430,15255,13282,13792,0,0,0,0,2083,11635,6512945,57141,0,5718127,0,0,0,0,568887,1853233,0,0,0,30755,141,959,53,3971,0,27,5152,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,597204,0,180552,90442,0,61559,0,159030,0,0,0,0,0,0,0,0,721041,2507988,0,0,0,0,0,0,0,0,0,0,3772993,1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68180,6/30/2025 0:00:00,21552,0,0,0,0,6698592,0,0,8340794,0,6698592,0,0,0,0,0,11,0,0,0,0,122024,0,0,0,0,0,0,0,0,103854,0,74583,0,0,0,0,0,0,0,0,0,0,0,27550,0,0,0,0,0,0,0,0,69059,0,0,11922,0,15234,3598,0,0,0,0,2760,6400,964619,0,0,1244653,0,0,0,0,356947,676639,0,0,0,0,0,163,0,1717,0,0,1880,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,178437,0,27550,52937,0,39577,0,8257,0,0,0,0,0,0,0,0,74375,1661164,0,0,0,0,0,0,0,0,0,0,1642202,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68181,6/30/2025 0:00:00,24587,0,0,0,0,57988837,338059,6404,66114221,0,57988837,338059,6404,0,0,0,33,0,0,0,0,122024,0,0,0,0,0,0,0,0,1040194,0,328566,0,0,0,0,0,0,0,0,0,0,0,233412,0,0,0,0,0,0,0,0,566293,3088,81192,315670,52120,127175,44767,0,784,0,0,5727,11454,13248456,0,0,5069835,0,0,0,0,0,1527043,0,0,0,0,308,2384,55,6790,0,118,9655,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1368760,0,379861,256418,0,192521,0,837512,33495,0,0,0,0,0,0,0,461780,1539222,0,0,0,0,0,0,0,0,0,0,7257449,1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,14573948,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68186,6/30/2025 0:00:00,3707,0,0,0,0,2094201795,72103136,2043060,2485797178,0,2094201795,72103136,2043060,0,0,0,468,0,0,0,0,122024,0,0,0,0,0,0,0,0,56441618,0,5818456,0,0,0,0,0,0,0,0,0,0,0,2065969,0,0,0,0,0,0,0,0,16980644,404997,1680184,5634628,891933,1627722,3979619,0,0,0,0,82126,661515,352194144,0,0,454361680,0,0,0,0,36880185,31768571,0,0,0,0,10543,91241,3079,61594,0,7040,173497,0,0,0,0,0,0,0,0,0,0,0,0,0,302,1,0,0,0,0,0,0,62260074,0,9410966,17469561,0,14524573,0,0,0,0,0,0,0,0,0,0,21576401,180095267,0,0,0,0,0,0,0,0,0,0,311853669,1254,0,434120227,0,1092697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29768,649961788,0,0,0,0,0,0,0,0,0,922874330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5784270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68187,6/30/2025 0:00:00,21514,0,0,0,0,4142870743,267252054,97747437,6178656108,0,4221351495,418312600,193422437,0,0,0,3373,0,0,0,0,122024,0,0,0,0,0,0,0,0,146502696,0,39793220,0,0,0,0,0,0,0,0,0,0,0,17621023,0,0,0,0,0,0,0,0,52540170,625046,3719646,25948850,3344520,21723744,2500229,0,0,0,0,66305,6289213,782266182,0,0,516237610,0,0,0,0,384616011,359534162,0,0,0,0,38793,277454,6690,606739,8,37832,967866,0,0,0,0,0,0,0,0,0,0,0,0,0,763,8,0,0,0,0,0,0,186295916,0,62849346,83839643,0,16922896,0,844338,0,0,0,0,0,0,6082319241,0,39399220,391941137,0,0,0,0,0,0,0,-3024596,0,0,607908156,998,0,2496536586,0,2711505,0,60000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,45793868,0,0,0,0,0,410000000,275000000,30000000,715000000,2419637008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68190,6/30/2025 0:00:00,26240,0,0,0,0,28683170,0,0,32024964,0,28683170,0,0,0,0,0,2,0,0,0,0,92024,0,0,0,0,0,0,0,0,714323,0,155998,0,0,0,0,0,0,0,0,0,0,0,83583,0,0,0,0,0,0,0,0,245724,15028,16129,110528,26616,33556,81496,0,0,0,0,1041,23561,3265897,0,0,767010,0,0,0,0,233255,574080,0,0,0,12228,255,986,0,2156,109,42,3548,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,870321,0,158037,255299,0,217829,0,84025,0,0,0,0,0,0,0,30877206,45454,1853618,0,0,0,0,0,0,0,0,0,0,3033686,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1218069,0,0,0,0,0,0,0,0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68196,6/30/2025 0:00:00,22263,0,0,0,0,952932904,30450501,12410021,1156021425,0,952932904,30450501,12410021,0,0,0,156,0,0,0,0,122024,0,0,0,0,0,0,0,0,26131371,0,2318026,0,0,0,0,0,0,0,0,0,0,0,3501282,0,0,0,0,0,0,0,0,13545918,282681,1333592,3740563,636912,569645,784462,0,0,0,0,48900,308520,127667462,0,0,83601726,0,0,0,0,36744184,10402567,0,0,0,96143,8323,46272,2357,89289,0,7542,153783,0,0,0,0,0,0,0,0,0,0,0,0,0,238,6,0,0,0,0,0,0,28449397,0,6349352,5940503,0,5418356,0,593710,0,0,0,0,0,0,0,0,11472438,31488367,0,0,0,0,0,0,0,0,0,0,139444114,1206,0,79850634,0,637488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6769,146692331,0,0,0,0,0,0,0,0,0,159880440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68203,6/30/2025 0:00:00,22223,0,0,0,0,4818339809,225219193,27435539,6337140257,0,5026240995,296338193,27435539,0,0,0,1602,0,0,0,0,122024,0,0,0,0,0,0,0,0,140795743,0,14059106,0,0,0,0,0,0,0,0,0,0,0,14192128,0,0,0,0,0,0,0,0,56276254,1251540,5061131,18981604,3459971,2642029,1779116,0,0,0,0,171197,7896166,1106531497,0,0,197898220,0,0,0,0,204780408,136869840,0,0,-202177,0,22167,223035,6509,185401,0,33656,471155,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,28,0,0,0,0,0,0,154854849,0,36950719,60921070,0,8598158,0,656250,268510,0,49545583,0,0,0,0,0,49655726,337386836,0,0,0,0,0,0,0,0,0,845566,626207900,988,0,460635326,0,143083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87647,1500501725,0,0,0,0,0,183098719,165496627,0,348595346,1770586420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11438402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
