"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_001","ACCT_011A","ACCT_011B1","ACCT_011B2","ACCT_013A","ACCT_013B1","ACCT_013B2","ACCT_014","ACCT_017","ACCT_018A","ACCT_018B1","ACCT_018B2","ACCT_021A","ACCT_022A","ACCT_023A","ACCT_041A","ACCT_058A","ACCT_058B1","ACCT_058B2","ACCT_062","ACCT_063","ACCT_076","ACCT_077","ACCT_078","ACCT_079","ACCT_081","ACCT_082","ACCT_090","ACCT_099","ACCT_110","ACCT_119","ACCT_120","ACCT_124","ACCT_125A","ACCT_125B","ACCT_125C","ACCT_125D","ACCT_125E","ACCT_126A","ACCT_126B","ACCT_126C","ACCT_126D","ACCT_126E","ACCT_131","ACCT_132","ACCT_133","ACCT_134","ACCT_135","ACCT_140","ACCT_142","ACCT_143","ACCT_144","ACCT_210","ACCT_230","ACCT_250","ACCT_260","ACCT_270","ACCT_280","ACCT_290","ACCT_305","ACCT_310","ACCT_314","ACCT_315","ACCT_320","ACCT_360","ACCT_370","ACCT_381","ACCT_384","ACCT_385","ACCT_389","ACCT_391","ACCT_393","ACCT_395","ACCT_396","ACCT_397","ACCT_399","ACCT_420","ACCT_430","ACCT_440","ACCT_451","ACCT_452","ACCT_453","ACCT_454","ACCT_455","ACCT_458","ACCT_460","ACCT_463","ACCT_475","ACCT_481","ACCT_482","ACCT_532","ACCT_547","ACCT_548","ACCT_549","ACCT_553","ACCT_554","ACCT_555","ACCT_560","ACCT_561","ACCT_564A","ACCT_564B","ACCT_593","ACCT_594","ACCT_595","ACCT_596","ACCT_599","ACCT_002","ACCT_115","ACCT_116","ACCT_117","ACCT_350","ACCT_565","Acct_661A","Acct_769A","Acct_769B","Acct_820A","Acct_954","Acct_925A","Acct_925B1","Acct_925B2","Acct_010A","Acct_010B","Acct_010C","Acct_730A","Acct_730B","Acct_730C","Acct_799I","Acct_814A","Acct_889A","Acct_889B","Acct_892A","Acct_892B","Acct_945A","Acct_945B","Acct_996","Acct_997","Acct_998","Acct_999","ACCT_779A","ACCT_785A","ACCT_798A","ACCT_814B","ACCT_865A","ACCT_900A","ACCT_900B","ACCT_900C","ACCT_900D","ACCT_900F","ACCT_903","ACCT_904","ACCT_905","ACCT_906","ACCT_961A","ACCT_972A","ACCT_972B","ACCT_972C","ACCT_972D","ACCT_972E","ACCT_973A","ACCT_973B","ACCT_976B","ACCT_982A","ACCT_982B","ACCT_982C","ACCT_982D","ACCT_982E","ACCT_983A","ACCT_983B","ACCT_986B","ACCT_617A","ACCT_618A","ACCT_718A","ACCT_617B","ACCT_617C","ACCT_618B","ACCT_618C","ACCT_883A","ACCT_883B1","ACCT_883B2","ACCT_883C","ACCT_881","ACCT_882","ACCT_822","ACCT_567","ACCT_568","ACCT_020C","ACCT_021C","ACCT_022C","ACCT_023C","ACCT_041C","ACCT_020D","ACCT_021D","ACCT_022D","ACCT_023D","ACCT_041D","ACCT_713A","ACCT_714A","ACCT_715A","ACCT_716A","ACCT_020E","ACCT_021E","ACCT_022E","ACCT_023E","ACCT_041E","ACCT_020F","ACCT_021F","ACCT_022F","ACCT_023F","ACCT_041F","ACCT_065A","ACCT_065B","ACCT_065C","ACCT_065D","ACCT_065E","ACCT_067A","ACCT_067B","ACCT_067C","ACCT_550J","ACCT_550K","ACCT_550L","ACCT_551J","ACCT_551K","ACCT_551L","ACCT_029A","ACCT_029B","ACCT_029C","ACCT_029D","ACCT_029E","ACCT_030A","ACCT_030B","ACCT_030C","ACCT_030D","ACCT_030E","ACCT_032A","ACCT_032B","ACCT_032C","ACCT_032D","ACCT_032E","ACCT_704F1","ACCT_704F2","ACCT_704F3","ACCT_704F4","ACCT_811B","ACCT_PP0027","ACCT_PP0029","ACCT_PP0031"
24250,6/30/2025 0:00:00,14377,0,0,0,0,461254361,28020669,582411,527041345,0,461254361,28020669,582411,0,0,0,359,0,0,0,0,122024,0,0,0,0,0,0,0,0,8915581,0,1656091,0,0,0,0,0,0,0,0,0,0,0,744988,0,0,0,0,0,0,0,0,5829943,76665,568410,3124865,222930,89594,328144,0,0,0,0,58058,472999,83578763,0,0,25079512,0,0,0,0,2057430,2658336,0,0,0,0,2407,20604,695,80771,0,691,105168,0,0,0,0,0,0,0,0,0,0,0,0,0,109,7,0,0,0,0,0,13034131,10571672,0,1786348,2582269,560,-1495855,0,0,490556,397,0,0,0,515056360,0,0,3862782,46414082,0,0,0,0,0,0,0,0,0,0,50222915,973,0,108312065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6643,86040975,0,0,0,0,0,0,0,0,0,174950812,0,0,65780,1583,0,0,0,0,0,349982,0,46501,0,118941,0,0,0,0,0,0,0,0,2726598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24254,6/30/2025 0:00:00,14381,0,0,0,0,543721333,2967284,372923,686270005,0,543721333,2967284,372923,0,0,0,150,0,0,0,0,122024,0,0,0,0,0,0,0,0,10851055,0,3774018,0,0,0,0,0,0,0,0,0,0,0,2449243,0,0,0,0,0,0,0,0,5349408,75278,1752055,623791,543245,55490,212416,0,0,0,0,0,2327580,76752946,0,0,36295774,0,0,0,0,0,3647512,0,0,0,0,2139,31380,1373,23571,1532,1664,61659,0,0,0,0,0,0,0,0,0,0,0,0,0,134,1,0,0,0,0,0,0,14625073,0,2506522,1889228,0,3814692,0,0,0,0,0,0,0,0,0,0,2636282,179864081,0,0,0,0,0,0,0,0,0,0,135501358,1974,0,52593196,0,689260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10130,112752275,0,0,0,0,0,0,0,0,0,195980819,0,0,363113,1579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24257,6/30/2025 0:00:00,14384,0,0,0,0,11933374,80874,0,14508911,0,11933374,80874,0,0,0,0,1,0,0,0,0,112024,0,0,0,0,0,0,0,0,248928,0,39943,0,0,0,0,0,0,0,0,0,0,0,49385,0,0,0,0,0,0,0,0,159616,944,21919,127282,6264,5809,27394,0,0,0,0,698,681,5631355,0,0,2384355,0,0,0,0,117264,553099,0,0,0,0,29,1076,77,2821,20,90,4113,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,288871,0,118043,48305,0,13904,0,10018,47,0,0,0,0,0,0,0,327606,1351455,0,0,0,0,0,0,0,0,0,0,2110630,1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,2287127,0,0,0,0,0,0,0,0,0,1000000,0,0,103986,1683.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24262,6/30/2025 0:00:00,14389,0,0,0,0,804145,0,0,924278,0,804145,0,0,0,0,0,5,0,0,0,0,122024,0,0,0,0,0,0,0,0,23164,0,2057,0,0,0,0,0,0,0,0,0,0,0,965,0,0,0,0,0,0,0,0,0,0,0,43146,0,0,7900,0,2168,0,0,0,624,48096,0,0,94285,0,0,0,0,0,339277,0,0,0,38664,9,0,0,1563,0,0,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25221,0,39629,0,0,11012,3948,0,0,0,0,0,0,0,0,0,0,415066,0,0,0,0,0,0,0,0,0,0,132965,1419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,93410,1737.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24266,6/30/2025 0:00:00,14393,0,0,0,0,126121,0,0,161802,0,126121,0,0,0,0,0,0,0,0,0,0,32025,0,0,0,0,0,0,0,0,2555,0,1443,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,1615,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29055,0,0,0,0,0,132,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998,0,196,0,0,2176,0,709,0,0,0,0,0,0,0,0,156,64010,0,0,0,0,0,0,0,0,0,0,35681,2205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10251,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24270,6/30/2025 0:00:00,14397,0,0,0,0,418324,0,0,502278,0,418324,0,0,0,0,0,0,0,0,0,0,62024,0,0,0,0,0,0,0,0,13947,0,6400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,0,0,0,0,0,0,0,1926,0,0,0,0,0,0,0,0,0,233121,0,0,0,0,0,0,15,140,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20347,0,0,12703,0,4203,0,0,0,0,0,0,0,0,0,0,0,190859,0,0,0,0,0,0,0,0,0,0,83954,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24274,6/30/2025 0:00:00,14401,0,0,0,0,11053837,141064,0,12665013,0,11053837,141064,0,0,0,0,4,0,0,0,0,122024,0,0,0,0,0,0,0,0,277106,0,38266,0,0,0,0,0,0,0,0,0,0,0,23919,0,0,0,0,0,0,0,0,125102,2371,12000,48466,686,4304,31310,0,0,0,0,1147,1508,2433012,0,0,1773511,0,0,0,0,0,704696,0,0,0,1822,61,459,0,1660,0,11,2191,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,315372,0,25741,20130,0,94089,0,20000,0,0,0,0,0,0,0,0,210346,2111351,0,0,0,0,0,0,0,0,0,0,1460167,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,225211,1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24279,6/30/2025 0:00:00,14406,0,0,0,0,522497979,28070628,1206490,710071527,0,522497979,28070628,1206490,0,0,0,175,0,0,0,0,122024,0,0,0,0,0,0,0,0,11880669,0,2381458,0,0,0,0,0,0,0,0,0,0,0,1723779,0,0,0,0,0,0,0,0,5601492,79646,967151,1319111,228106,424870,2077185,0,0,0,0,66395,287286,35412996,0,0,5453927,0,0,0,0,1546426,23896247,0,0,0,0,3342,21152,1662,18175,1035,255,45621,0,0,0,0,0,0,0,0,0,0,0,0,0,102,5,0,0,0,0,0,0,14262127,0,3188022,5881848,0,-179483,0,27489,1403,0,0,0,0,0,0,0,7685314,23705053,0,0,0,0,0,0,0,0,0,0,68762325,968,0,35330893,0,0,0,26000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7218,91180330,0,0,0,0,0,45500000,57500000,11000000,114000000,308124669,0,0,1532397,1660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24281,6/30/2025 0:00:00,14408,0,0,0,0,7895716,0,0,8635154,0,7895716,0,0,0,0,0,47,0,0,0,0,62024,0,0,0,0,0,0,0,0,301891,0,20434,0,0,0,0,0,0,0,0,0,0,0,112558,0,0,0,0,0,0,0,0,193049,56,35702,140596,0,41905,18925,0,9795,0,0,1362,1953,3274453,0,0,1638627,0,0,0,0,744492,1128641,0,0,0,0,0,1311,0,3139,311,0,4761,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,322325,0,115938,1336,0,-10416,0,50400,41,0,0,0,0,0,0,0,393776,1067204,0,0,0,0,0,0,0,0,0,0,796550,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,0,0,661901,1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24284,6/30/2025 0:00:00,14411,0,0,0,0,2095007,0,0,2522555,0,2095007,0,0,0,0,0,3,0,0,0,0,32025,0,0,0,0,0,0,0,0,15119,0,31990,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,600,0,1500,5169,0,3473,7942,0,123,0,0,0,76,0,0,0,319670,0,0,0,0,0,130609,0,0,0,0,0,0,0,406,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47109,0,304,8163,0,10316,0,438,0,0,0,0,0,0,0,0,9552,184433,0,0,0,0,0,0,0,0,0,0,426827,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24286,6/30/2025 0:00:00,14413,0,0,0,0,206668012,52406033,0,319755030,0,206808224,52406033,0,0,0,0,8,0,0,0,0,62024,0,0,0,0,0,0,0,0,6639239,3278,966094,0,0,0,0,0,0,0,0,0,0,0,113252,0,0,0,0,0,0,0,0,1542925,10814,73464,219056,51545,212538,729715,0,59385,0,0,32667,42874,33643138,0,0,22662700,0,0,0,0,4251516,6243144,0,0,0,0,1617,4604,528,14158,0,0,20908,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,7602055,0,391572,3170749,0,1723344,0,31943,176977,0,0,0,0,0,0,0,324196,36867533,0,0,0,0,0,0,0,0,0,0,58711482,1836,0,17312498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133298580,0,0,642604,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24290,6/30/2025 0:00:00,14417,0,0,0,0,3878340,0,0,4991364,0,3878340,0,250000,0,0,0,43,0,0,0,0,92024,0,0,0,0,0,0,0,0,8166,0,16962,0,0,0,0,0,0,0,0,0,0,0,12845,0,0,0,0,0,0,0,0,-8850,0,0,66961,0,1412,2759,0,1080,0,0,0,12793,29346,0,0,14819,0,0,0,0,0,104372,0,0,0,0,3,611,0,873,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,25128,0,22206,7004,0,-32868,9183,0,0,0,0,0,0,0,0,0,18996,1020429,0,0,0,0,0,0,0,0,0,0,832600,1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102508,102508,275500,0,0,19139,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24292,6/30/2025 0:00:00,14419,0,0,0,0,1332648084,69324111,38720022,1595238262,0,1332648084,69324111,38720022,0,0,0,239,0,0,0,0,122024,0,0,0,0,0,0,0,0,26753871,0,10244880,0,0,0,0,0,0,0,0,0,0,0,2225624,0,0,0,0,0,0,0,0,13861715,190617,588199,5221386,383530,1930971,1086506,0,0,0,0,160062,266842,115920558,0,0,75140825,0,0,0,0,28290250,78523009,0,0,0,0,10169,58875,2334,98650,141,9195,179364,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,36998751,0,5444920,14822437,0,1232136,0,250000,4213,0,0,0,0,0,1589945871,0,9315583,169691406,0,0,0,0,0,0,0,0,0,0,147279793,925,0,381361120,0,97521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,658338,0,0,0,0,0,0,0,25000000,25000000,632827521,0,0,33591704,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24299,6/30/2025 0:00:00,14425,0,0,0,0,855098753,12941830,2343914,968736138,0,855098753,12941830,2343914,0,0,0,124,0,0,0,0,122024,0,0,0,0,0,0,0,0,15813106,0,7199635,0,0,0,0,0,0,0,0,0,0,0,1240323,0,0,0,0,0,0,0,0,11036640,163523,834916,3359209,621972,751032,1037748,0,0,0,0,93744,199880,110344638,0,0,40986121,0,0,0,0,20842424,31796256,0,0,-4,0,4814,31057,1766,45973,0,2483,86093,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,23012741,0,3519133,4202464,0,2255746,0,0,0,0,0,0,0,0,0,0,5645818,52031744,0,0,0,0,0,0,0,-311276,0,0,97933895,1011,0,59957805,0,201702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575,34309776,0,0,0,0,0,9800000,0,0,9800000,247400076,0,0,13709008,1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24304,6/30/2025 0:00:00,14430,0,0,0,0,192852873,2058115,266249,253516758,0,192852873,2058115,266249,0,0,0,106,0,0,0,0,122024,0,0,0,0,0,0,0,0,5420192,0,639772,0,0,0,0,0,0,0,0,0,0,0,3011493,0,0,0,0,0,0,0,0,4458434,76768,461148,1780386,84115,71569,311336,0,0,0,0,15269,46490,30913885,0,0,46321715,0,0,0,0,2181848,15984372,0,0,33750,0,592,22767,212,34292,474,85,58422,0,0,0,0,0,0,0,0,0,0,0,0,0,103,17,0,0,0,0,0,0,6059964,0,4312994,472655,0,2102468,0,215143,134570,0,0,0,0,0,0,0,7959762,19503988,0,0,0,0,0,0,0,0,0,0,44007562,1736,0,0,0,147121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,0,0,2001565,1564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24312,6/30/2025 0:00:00,14438,0,0,0,0,883664101,63342507,6350842,1057130326,0,883664101,63342507,6350842,0,0,0,357,0,0,0,0,122024,0,0,0,0,0,0,0,0,24362000,0,3593485,0,0,0,0,0,0,0,0,0,0,0,2704685,0,0,0,0,0,0,0,0,10621541,202981,973003,2610209,709203,1538054,3546613,0,0,0,0,61935,228814,210881388,0,0,27598352,0,0,0,0,42619484,30898604,0,0,0,0,11035,48123,3877,90543,2722,2426,158726,0,0,0,0,0,0,0,0,0,0,0,0,0,206,8,0,0,0,0,0,0,27955485,0,6209457,8872131,0,2361209,0,397570,0,0,0,0,0,0,0,0,9038257,73272741,0,0,0,0,0,0,0,0,0,0,101187669,957,0,0,0,53547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9068,136829578,0,0,0,0,0,0,0,0,0,117925833,0,0,6131658,1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24313,6/30/2025 0:00:00,14439,0,0,0,0,428885678,27430448,13805843,519528994,0,428885678,27430448,13805843,0,0,0,288,0,0,0,0,122023,0,0,0,0,0,0,0,0,10585859,0,2896841,0,0,0,0,0,0,0,0,0,0,0,1078074,0,0,0,0,0,0,0,0,3126149,9660,641441,1406563,195663,813865,1476157,0,0,0,0,55073,119483,128506980,0,0,33111029,0,0,0,0,20711008,9715575,0,0,5692,-423394,4354,22146,864,43655,0,1369,72388,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,13482700,0,2588662,3731492,0,3147208,0,285427,0,0,0,0,0,0,0,509120572,1843418,16098466,0,0,0,0,0,0,0,0,-3466,0,47323289,929,0,39451017,0,506519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7089,134278396,0,0,0,0,0,0,0,0,0,146020650,0,0,2320368,1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24324,6/30/2025 0:00:00,14450,0,0,0,0,9245938,30035,0,10923052,0,9245938,30035,0,0,0,0,6,0,0,0,0,92024,0,0,0,0,0,0,0,0,199357,0,75658,0,0,0,0,0,0,0,0,0,0,0,86623,0,0,0,0,0,0,0,0,162739,564,11596,95710,0,15314,20795,0,0,0,0,456,3172,3220486,0,0,1798531,0,0,0,0,111563,1385336,0,0,0,0,16,569,0,3039,0,13,3637,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,275015,0,89069,15395,0,18510,0,2438,0,0,0,0,0,0,0,0,90842,231818,0,0,0,0,0,0,0,0,0,0,1582966,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,0,0,835540,1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24326,6/30/2025 0:00:00,14451,0,0,0,0,4107838181,188322908,12089959,5002922744,0,4133028181,188322908,12089959,0,0,0,354,0,0,0,0,122024,0,0,0,0,0,0,0,0,83938662,0,20445104,0,0,0,0,0,0,0,0,0,0,0,2067069,0,0,0,0,0,0,0,0,25344966,392202,1003661,10320697,344997,883421,805653,0,0,0,0,296197,181664,65061608,0,0,100091290,0,0,0,0,0,79326754,0,0,-2940,6597561,30341,67230,3191,166881,421,42843,310909,0,0,0,0,0,0,0,0,0,0,0,0,0,347,2,0,0,0,0,0,0,104383766,0,-5908981,72847905,0,-17460525,0,0,0,0,0,0,0,0,0,0,6614172,322050517,0,0,0,0,0,0,0,0,0,0,635569103,1267,0,36847933,0,847070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18508,822117209,0,0,0,0,0,0,0,0,0,1387218142,0,0,7978178,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6231492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24327,6/30/2025 0:00:00,14452,0,0,0,0,268935218,9497685,3175927,323600498,0,268935218,9497685,3175927,0,0,0,93,0,0,0,0,92024,0,0,0,0,0,0,0,0,6701825,0,1317957,0,0,0,0,0,0,0,0,0,0,0,784275,0,0,0,0,0,0,0,0,3467046,16498,414179,506542,116261,123898,591245,0,0,0,0,29650,774981,94065931,0,0,14076830,0,0,0,0,1387924,1690327,0,0,0,0,2496,14917,668,29661,642,1714,50098,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,0,0,0,0,8019782,0,2254397,2223962,0,1529917,0,0,142313,0,0,0,0,0,0,0,5531412,26695282,0,0,0,0,0,0,0,0,0,0,39884877,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4155,74045678,0,0,0,0,0,0,0,0,0,69042090,0,0,1368503,1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24358,6/30/2025 0:00:00,14482,0,0,0,0,200312307,10116169,15934117,257217542,0,200312307,10116169,15934117,0,0,0,13,0,0,0,0,32025,0,0,0,0,0,0,0,0,4944180,0,861229,0,0,0,0,0,0,0,0,0,0,0,283520,0,0,0,0,0,0,0,0,1463080,42364,193048,1016690,229547,596472,226992,0,0,0,0,16226,38480,61993368,0,0,29641289,0,0,0,0,11519484,4438404,0,0,0,0,1267,7023,475,14808,234,1543,25350,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,5805409,0,1126566,2017867,0,925544,0,200000,0,0,0,0,0,0,0,0,1317605,37722655,0,0,0,0,0,0,0,0,62560,0,31120192,1209,0,74212350,0,17469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46318094,0,0,2890599,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
