FI Type Name,FI Group Name,FI Industry Name,Company Name,Canadian Trade Company Name,Representative Name,Title,Address Line 1,Address Line 2,City,Province State,Postal ZIP Code,Authorized Insurance Classes
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Old Republic Insurance Company of Canada,,Jason R. Smith,President and Chief Executive Officer,100 KING STREET WEST,SUITE 1100,HAMILTON,Ontario,L8P 1A2,Property; Aircraft; Accident and sickness; Boiler and machinery; Automobile; Liability. The class of Boiler and machinery insurance is limited to the province of Alberta and vehicle warranty insurance as defined by the Classes of Insurance Regulations of the Province of Alberta.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Pafco Insurance Company,,London  Bradley,Chief Executive Officer,100-27 ALLSTATE PARKWAY,,MARKHAM,Ontario,L3R 5P8,Property; Accident and sickness; Liability; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Pembridge Insurance Company,,London  Bradley,Chief Executive Officer,100-27 ALLSTATE PARKWAY,,MARKHAM,Ontario,L3R 5P8,Property; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Personal Insurance Company (The),,Valérie  Lavoie,Chief Executive Officer,5-100 RUE DES COMMANDEURS,5TH FLOOR WEST,LEVIS,Quebec,G6V 7N5,Property; Aircraft; Marine; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Petline Insurance Company,,Rowan B. Saunders,Chief Executive Officer,111 WESTMOUNT ROAD SOUTH,P.O. BOX 2000,WATERLOO,Ontario,N2J 4S4,Property; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Pilot Insurance Company,,NAVINDER  DHILLON,President & Chief Executive Officer,100 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,Property; Liability; Automobile; Boiler and machinery; Fidelity; Legal expense; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Portage la Prairie Mutual Insurance Company (The),,Wayne  Wyborn,President & Chief Executive Officer,749 SASKATCHEWAN AVE E,PO BOX 340 STN MAIN,PORTAGE LA PRAIRIE,Manitoba,R1N 3B8,Property; Legal expense; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Primmum Insurance Company,,James V.  Russell,Chief Executive Officer,50 Crémazie Place,12th Floor,Montreal,Quebec,H2P 1B6,Property; Boiler and machinery; Legal expense; Accident and sickness; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,RBC Insurance Company of Canada,,Rino  D'Onofrio,Chief Executive Officer,"200 BAY ST., 12TH FLOOR","ROYAL BANK PLAZA, SOUTH TOWER",TORONTO,Ontario,M5J 2J5,Property; Liability; Automobile; Accident and sickness.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Royal & Sun Alliance Insurance Company of Canada,,Louis  Gagnon,"Chief Executive Officer, Canada",700 UNIVERSITY AVE,SUITE 1500A,Toronto,Ontario,M5G 0A1,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Fidelity; Hail; Legal expense; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,S&Y Insurance Company,,NAVINDER  DHILLON,President & Chief Executive Officer,10 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,"Property; Accident and sickness; Liability; Legal expense; Automobile; Fidelity; Surety; Boiler and machinery. The company may only reinsure risks falling within the classes of boiler and machinery insurance, fidelity insurance, and surety insurance."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,SCOR Canada Reinsurance Company,,Jeffrey  Walpole,Chief Executive Officer,145 KING STREET WEST,SUITE 2800,Toronto,Ontario,M5H 1J8,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Fidelity; Hail; Surety. All classes of insurance are limited to the business of reinsurance with the exception of aircraft which is limited to the servicing of policies assumed from SCOR Reinsurance Company.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Sandbox Mutual Insurance Company,,Rob  Jones,Chief Executive Officer,250 WILLIS CRESCENT,,SASKATOON,Saskatchewan,S7T 0V2,Property; Fidelity; Boiler and machinery; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Scottish & York Insurance Co. Limited,,NAVINDER  DHILLON,President & Chief Executive Officer,10 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,Property; Liability; Automobile; Boiler and machinery; Fidelity; Legal expense; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Security National Insurance Company,,James V.  Russell,Chief Executive Officer,12TH FLOOR,50 CRÉMAZIE PL,MONTRÉAL,Quebec,H2P 1B6,Property; Accident and sickness; Liability; Automobile; Fidelity; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Sonnet Insurance Company,,Rowan B. Saunders,Chief Executive Officer,111 WESTMOUNT ROAD SOUTH,P.O. BOX 2000,WATERLOO,Ontario,N2J 4S4,Property; Legal expense; Hail; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Sovereign General Insurance Company (The),,Rob  Wesseling,President and Chief Executive Officer,3700 - 520 3RD AVENUE SW,,CALGARY,Alberta,T2P 0R3,Property; Aircraft; Legal expenses; Marine; Credit; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Suecia Reinsurance Company,,David  Ogilvie,Chief Executive Officer,690 DORVAL DRIVE,SUITE 200,OAKVILLE,Ontario,L6K 3X9,"Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Fidelity; Hail; Surety. All classes of insurance are limited to the business of reinsurance, and to the servicing of existing policies."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,TD Direct Insurance Inc.,,James V.  Russell,Chief Executive Officer,50 Crémazie Place,12th Floor,Montréal,Quebec,H2P 1B6,Property; Automobile; Liability. All classes of insurance are limited to the servicing of existing policies.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,TD General Insurance Company,,James V.  Russell,Chief Executive Officer,50 Place Crémazie,12th Floor,Montreal,Quebec,H2P 1B6,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Fidelity; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,TD Home and Auto Insurance Company,,James V.  Russell,Chief Executive Officer,12TH FLOOR,50 CRÉMAZIE PL,MONTRÉAL,Quebec,H2P 1B6,Property; Liability; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Temple Insurance Company,,KLAUS  WILKENS,President and Chief Executive Officer,22ND FLOOR,390 BAY ST,TORONTO,Ontario,M5H 2Y2,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Legal expense; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Tokio Marine Canada Ltd.,,Michael  George,Chief Executive Officer,330 BAY STREET,SUITE 400,TORONTO,Ontario,M5H 2S8,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Credit protection; Hail; Legal expenses; Marine; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Traders General Insurance Company,,NAVINDER  DHILLON,President & Chief Executive Officer,10 AVIVA WAY,SUITE 100,MARKHAM,Ontario,L6G 0G1,Property; Aircraft; Legal expense; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Trafalgar Insurance Company of Canada,,Louis  Gagnon,"CEO, Canada",700 University Avenue,Suite 1500-A(Legal),Toronto,Ontario,M5G 0A1,Property; Liability; Legal expense; Accident and sickness; Boiler and machinery; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Travelers Insurance Company of Canada,,Heather M. Masterson,President and Chief Executive Officer,165 UNIVERSITY AVENUE,,TORONTO,Ontario,M5H 3B9,Property; Aircraft; Accident and sickness; Liability; Automobile; Boiler and machinery; Credit; Fidelity; Hail; Legal expense; Marine; Surety; Title. The class of credit insurance is limited to the condition that the person to whom the credit is granted is located in Canada.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Trisura Guarantee Insurance Company,,Richard  Grant,Chief Executive Officer,1610-333 BAY ST,,TORONTO,Ontario,M5H 2R2,Property; Accident and sickness; Liability; Automobile; Boiler and machinery; Fidelity; Legal expense; Surety; Credit protection; Hail.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Unifund Assurance Company,,Louis  Gagnon,"Chief Executive Officer, Canada",10 Factory Lane,,St. John's,Newfoundland and Labrador,A1C 6H5,Property; Accident and sickness; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Verassure Insurance Company,,Silvy  Wright,President & Chief Executive Officer,105 Adelaide Street West,,Toronto,Ontario,M5H 1P9,Property; Aircraft; Accident and sickness; Credit; Hail; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Wawanesa Mutual Insurance Company (The),,Evan  Johnston,President & Chief Executive Officer,236 CARLTON STREET,,WINNIPEG,Manitoba,R3C 1P5,Property; Aircraft; Accident and sickness; Legal expense; Marine; Hail; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Western Surety Company,,David Greg Salmon,Chief Executive Officer,2100-1881 SCARTH STREET,,REGINA,Saskatchewan,S4P 4K9,Fidelity; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Wynward Insurance Group,,Ken  Bolt,Chief Executive Officer,1240 One Lombard Place,,Winnipeg,Manitoba,R3B 0V9,Property; Automobile; Boiler and machinery; Fidelity; Surety; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Canadian Property & Casualty Insurance Companies,Zenith Insurance Company,,Silvy  Wright,President & Chief Executive Officer,105 Adelaide Street West,,Toronto,Ontario,M5H 1P9,Property; Accident and sickness; Liability; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,AXIS Reinsurance Company,AXIS Reinsurance Company (Canadian Branch),Bradley Pierre Randell,Chief Agent,123,FRONT STREET WEST,TORONTO,Ontario,M5J 2M2,Property; Aircraft; Accident and sickness; Liability; Automobile; Credit; Fidelity; Hail; Legal expense; Surety; Boiler and machinery; Credit protection.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Affiliated FM Insurance Company,Affiliated FM Insurance Company,Thomas  Judges,Chief Agent,100 NEW PARK PLACE,SUITE 200,VAUGHAN,Ontario,L4K 0H9,Property; Marine; Boiler and machinery; Fidelity; Liability; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Allianz Global Risks US Insurance Company,Allianz Global Risks US Insurance Company,Bernard  McNulty,Chief Agent,130,ADELAIDE STREET WEST,TORONTO,Ontario,M5H 3P5,Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Boiler and machinery; Hail; Surety; Fidelity.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Allied World Specialty Insurance Company,Allied World Specialty Insurance Company,"Gordon, D. Kerr",Chief Agent,1600-200 KING ST W,,TORONTO,Ontario,M5H 3T4,Property; Accident and sickness; Liability; Credit; Fidelity; Hail; Marine; Boiler and machinery; Legal expenses; Surety; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,American Agricultural Insurance Company,American Agricultural Insurance Company,Colleen Anne Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Property; Marine; Accident and sickness; Automobile; Boiler and machinery; Fidelity; Hail; Liability; Surety. All classes of insurance are limited to the business of reinsurance.  The class of marine insurance is limited to the servicing of existing policies.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,American Bankers Insurance Company of Florida,American Bankers Insurance Company of Florida,Paul  Cosgrove,Chief Agent,2000-5000 YONGE ST,,TORONTO,Ontario,M2N 7E9,Property; Credit protection; Surety; Boiler and machinery; Credit; Accident and sickness; Fidelity; Automobile; Liability. .
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,American Road Insurance Company (The),American Road Insurance Company (The),Colleen Anne Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Property; Credit; Boiler and machinery; Surety; Automobile; Liability. The class of Boiler and machinery is limited to the Province of Alberta and vehicle warranty insurance as defined by the Classes of Insurance Regulations of the Province of Alberta.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Arch Reinsurance Company,Arch Reinsurance Company,Rhonda Lee Harvey,Chief Agent,100 WELLINGTON STREET WEST,SUITE 1210,TORONTO,Ontario,M5K 1J3,Property; Aircraft; Accident and sickness; Liability; Credit protection; Automobile; Fidelity; Credit; Marine; Surety; Hail; Boiler and machinery; Legal expenses. All classes of insurance are limited to the reinsurance of risks.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Arundo Re,Arundo Re,Pierre  Dionne,Chief Agent,1010 - 150 YORK ST,,TORONTO,Ontario,M5H 3S5,Property; Aircraft; Accident and sickness; Liability; Legal expense; Fidelity; Marine; Boiler and machinery; Surety; Automobile; Hail. All classes of insurance are limited to the reinsurance of risks.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Aspen Insurance UK Limited,Aspen Insurance UK Limited,Laurie  LaPalme,AIUK Canadian Chief Agent,77 KING STREET WEST,SUITE 400,TORONTO,Ontario,M5K 0A1,Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Boiler and machinery; Fidelity; Hail; Surety; Credit.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Associated Electric & Gas Insurance Services Limited,Associated Electric & Gas Insurance Services Limited,Gordon P. Goodman,Chief Agent,SUITE 3200 - 40 TEMPERANCE STREET,,TORONTO,Ontario,M5H 0B4,Property; Aircraft; Liability; Automobile; Boiler and machinery; Marine.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Atradius Crédito y Caución S.A. de Seguros y Reaseguros,Atradius Crédito y Caución S.A. de Seguros y Reaseguros,Laurie  LaPalme,Chief Agent,1 ROBERT SPECK PARKWAY,SUITE 1430,MISSISSAUGA,Ontario,L4Z 3M3,Credit; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Berkley Insurance Company,Berkley Insurance Company,Andrew  Steen,Chief Agent,1000-145 KING ST W,,TORONTO,Ontario,M5H 1J8,Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Credit; Fidelity; Hail; Legal expense; Surety; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Catalina General Insurance Ltd.,Catalina General Insurance Ltd.,H. Steven Frye,Chief Agent,401 BAY STREET,SUITE 1500,TORONTO,Ontario,M5H 2Y4,Property; Accident and sickness; Liability; Automobile; Boiler and machinery; Fidelity; Hail; Surety. All classes of insurance are limited to the business of reinsurance and to the servicing of existing policies.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Cherokee Insurance Company,Cherokee Insurance Company,Sandi  Villeneuve,Chief Agent,208-4285 INDUSTRIAL DR,,WINDSOR,Ontario,N9C 3R9,Property; Accident and sickness; Liability; Automobile; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Chicago Title Insurance Company,Chicago Title Insurance Company,Mark  Page,"SVP, Legal and Compliance, Chief Agent",55 SUPERIOR BLVD,,MISSISSAUGA,Ontario,L5T 2X9,Title.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Compagnie Française d'Assurance pour le Commerce Extérieur,Compagnie Française d'Assurance pour le Commerce Extérieur,Jacqui  Jooste,Chief Agent,2235 SHEPPARD AVE. EAST,STE. 902B,NORTH YORK,Ontario,M2J 5B5,Credit; Fidelity.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Continental Casualty Company,Continental Casualty Company,Greg  Metcalfe,SVP & CFO,66 WELLINGTON STREET WEST,SUITE 3700,TORONTO,Ontario,M5K 1J5,Property; Aircraft; Marine; Credit; Legal expense; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Ecclesiastical Insurance Office Public Limited Company,Ecclesiastical Insurance Office Public Limited Company,Stephanie J. Whyte,Chief Agent,"100WELLINGTON STREET WEST,","STE. 2200, TD WEST TOWER",TORONTO,Ontario,M5K 1K2,Property; Fidelity; Boiler and machinery; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Employers Insurance Company of Wausau,Employers Insurance Company of Wausau,Robert  Marsh,Chief Agent,1000-181 BAY ST,BROOKFIELD PLACE,TORONTO,Ontario,M5J 2T3,Property; Aircraft; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Endurance Specialty Insurance Ltd.,Endurance Specialty Insurance Ltd.,Gordon  Goodman,Chief Agent,"SUITE 3100, 199 BAY STREET","COMMERCE COURT, PO BOX 254",TORONTO,Ontario,M5L 1E9,Property; Aircraft; Liability; Automobile; Marine; Surety; Boiler and machinery; Fidelity.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Euler Hermes North America Insurance Company,Euler Hermes North America Insurance Company,David  Dienesch,Chief Agent,2810-1155 RENE LEVESQUE BLVD W,,MONTREAL,Quebec,H3B 2L2,Surety; Credit.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Europ Assistance S.A.,Europ Assistance S.A.,Laurie  LaPalme,Chief Agent,"77 King Street West, Suite 400",Toronto-Dominion Centre,Toronto,Ontario,M5K 0A1,Property; Accident and sickness; Liability; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Everest Reinsurance Company,Everest Reinsurance Company,Daniel Scott Paddington,Chief Agent,2520-130 KING ST W,,TORONTO,Ontario,M5X 1E3,"Property; Aircraft; Marine; Mortgage; Credit; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability. All classes of insurance are limited to the business of reinsurance. In addition, the class of mortgage insurance is further limited to the reinsurance of property valuation insurance."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Factory Mutual Insurance Company,Factory Mutual Insurance Company,Thomas  Judges,Chief Agent,100 NEW PARK PLACE,SUITE 200,VAUGHAN,Ontario,L4K 0H9,Property; Marine; Fidelity; Boiler and machinery; Surety; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Federal Insurance Company,Federal Insurance Company,Grant  McEwen,Chief Agent,2500-199 BAY ST,,TORONTO,Ontario,M5L 1E2,"Property; Marine; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability. All classes of insurance in Canada are limited to the business of
servicing existing policies effective February 5, 2021."
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,First American Title Insurance Company,First American Title Insurance Company,Michael  LeBlanc,Chief Agent,2235 SHERIDAN GARDEN DR,,OAKVILLE,Ontario,L6J 7Y5,Title.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,General Reinsurance Corporation,General Reinsurance Corporation,Stuart  McAlister,Chief Agent,5705-1 FIRST CANADIAN PL,PO BOX 471,TORONTO,Ontario,M5X 1E4,Property; Aircraft; Marine; Fidelity; Credit; Hail; Accident and sickness; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Great American Insurance Company,Great American Insurance Company,Gordon P. Goodman,Chief Agent,SUITE 3200,40 TEMPERANCE ST,TORONTO,Ontario,M5H 0B4,Property; Aircraft; Marine; Credit; Fidelity; Hail; Accident and sickness; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,HDI Global SE,HDI Global SE Canada Branch,Klaus  Navarrete,Chief Agent,1900-181 UNIVERSITY AVE,,TORONTO,Ontario,M5H 3M7,Property; Aircraft; Accident and sickness; Liability; Marine; Boiler and machinery; Fidelity; Legal expense; Automobile.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,HDI Global Specialty SE,HDI Global Specialty SE,Klaus  Navarrete,Chief Agent,130 ADELAIDE STREET WEST,SUITE 3400,TORONTO,Ontario,M5H 3P5,Property; Aircraft; Accident and sickness; Liability; Fidelity; Boiler and machinery; Automobile; Marine; Legal expenses.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Hannover Rück SE,Hannover Rück SE,Andreas  Welke,Chief Agent,220 BAY STREET,SUITE 400,TORONTO,Ontario,M5J 2W4,Property; Aircraft; Marine; Credit; Fidelity; Hail; Accident and sickness; Boiler and machinery; Surety; Automobile; Liability. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Hartford Fire Insurance Company,Hartford Fire Insurance Company,Colleen  Sexsmith,Chief Agent,330 EAGLE STREET,,NEWMARKET,Ontario,L3Y 1K1,Property; Aircraft; Marine; Credit; Hail; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Hudson Insurance Company,Hudson Insurance Company,Jean-Raymond  Kingsley,Chief Agent,1600-55 University Avenue,,Toronto,Ontario,M5J 2H7,Property; Liability; Automobile; Boiler and machinery; Surety; Marine; Hail; Fidelity.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"Jewelers Mutual Insurance Company, SI","Jewelers Mutual Insurance Company, SI",Gordon  Goodman,Power of Attorney - Chief Agent,SUITE 3200 BAY ADELAIDE CENTRE NORTH TOWER,40 TEMPERANCE ST,TORONTO,Ontario,M5H 0B4,Property; Liability; Boiler and machinery; Fidelity.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Liberty Mutual Insurance Company,Liberty Mutual Insurance Company,Robert  Marsh,Chief Agent,1000-181 BAY ST,BROOKFIELD PL,TORONTO,Ontario,M5J 2T3,Property; Aircraft; Marine; Credit; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Lloyd's Underwriters,Lloyd's Underwriters,Nicole  Seymour,Chief Agent,200 BAY STREET,"SUITE 2930, P.O. BOX 51",TORONTO,Ontario,M5J 2J2,Property; Aircraft; Marine; Surety; Title; Legal expense; Credit; Hail; Accident and sickness; Fidelity; Boiler and machinery; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"Mapfre Re Compania de Reaseguros, S.A.","Mapfre Re Compania de Reaseguros, S.A.",Laurie  LaPalme,Chief Agent,77 KING STREET WEST,SUITE 400,TORONTO,Ontario,M5K 0A1,Property; Aircraft; Accident and sickness; Liability; Automobile; Credit; Fidelity; Hail; Surety; Boiler and machinery. All classes of insurance are limited to the business of reinsurance.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Markel International Insurance Company Limited,Markel International Insurance Company Limited,David  Crozier,Chief Agent,"200 Wellington Street, Suite 800",,Toronto,Ontario,M5V 3C7,Property; Accident and sickness; Liability; Fidelity; Legal expense; Boiler and machinery; Surety.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"Mitsui Sumitomo Insurance Company, Limited","Mitsui Sumitomo Insurance Company, Limited",Grant  McEwen,Chief Agent,199 BAY STREET,SUITE 2500,TORONTO,Ontario,M5L 1E2,Property; Aircraft; Marine; Accident and sickness; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,Motors Insurance Corporation,Motors Insurance Corporation,David  Wilke,Chief Agent,"1315 Pickering Parkway,Suite 300",,Pickering,Ontario,L1V 7G5,Property; Fidelity; Boiler and machinery; Surety; Automobile; Liability.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,"Munich Reinsurance America, Inc.","Munich Reinsurance America, Inc.",Lynnette  Stelling,Chief Agent,22ND FLOOR,390 BAY ST,TORONTO,Ontario,M5H 2Y2,Property; Aircraft; Marine; Fidelity; Credit; Hail; Accident and sickness; Boiler and machinery; Surety; Automobile; Liability. Limit its insurance business in Canada to the servicing of existing policies
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,N.V. Hagelunie,N.V. Hagelunie,Fernand  Vartanian,Chief Agent,1706 AVENUE ROAD,SUITE NO 5,Toronto,Ontario,M5M 3Y6,Property; Hail; Boiler and machinery.
Federally Regulated Financial Institutions,Property & Casualty Insurance Companies,Foreign Property & Casualty Insurance Companies,National Liability & Fire Insurance Company,National Liability & Fire Insurance Company,Stuart  McAlister,Chief Agent,18 YORK ST,SUITE 1700,TORONTO,Ontario,M5J 2T8,"Property; Aircraft; Accident and sickness; Liability; Marine; Automobile; Credit; Fidelity; Hail; Legal expense; Surety; Boiler and machinery. The classes of credit, hail and legal expenses insurance are limited to the business of reinsurance."
